"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Valor","Estat"
"2019","3","8","Nou Barris","53","la Trinitat Nova",1758,"Total"
"2019","3","8","Nou Barris","54","Torre Baró",2805,"Total"
"2019","3","8","Nou Barris","55","Ciutat Meridiana",1235,"Total"
"2019","3","9","Sant Andreu","57","la Trinitat Vella",3798,"Total"
"2019","3","9","Sant Andreu","59","el Bon Pastor",2427,"Total"
"2019","3","9","Sant Andreu","60","Sant Andreu",3093,"Total"
"2019","3","9","Sant Andreu","61","la Sagrera",3749,"Total"
"2019","3","9","Sant Andreu","62","el Congrés i els Indians",3603,"Total"
"2019","3","9","Sant Andreu","63","Navas",4593,"Total"
"2019","3","10","Sant Martí","64","el Camp de l'Arpa del Clot",4149,"Total"
"2019","3","10","Sant Martí","65","el Clot",4030,"Total"
"2019","3","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",3820,"Total"
"2019","3","10","Sant Martí","67","la Vila Olímpica del Poblenou",6464,"Total"
"2019","3","10","Sant Martí","68","el Poblenou",4638,"Total"
"2019","3","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",5712,"Total"
"2019","3","10","Sant Martí","70","el Besòs i el Maresme",3615,"Total"
"2019","3","10","Sant Martí","71","Provençals del Poblenou",5841,"Total"
"2019","3","10","Sant Martí","72","Sant Martí de Provençals",3837,"Total"
"2019","3","10","Sant Martí","73","la Verneda i la Pau",2496,"Total"
"2019","3","1","Ciutat Vella","2","el Barri Gòtic",5079,"Nou"
"2019","3","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4365,"Nou"
"2019","3","2","Eixample","7","la Dreta de l'Eixample",7050,"Nou"
"2019","3","2","Eixample","8","l'Antiga Esquerra de l'Eixample",3125,"Nou"
"2019","3","3","Sants-Montjuïc","15","Hostafrancs",5716,"Nou"
"2019","3","4","Les Corts","19","les Corts",9719,"Nou"
"2019","3","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",6658,"Nou"
"2019","3","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",6709,"Nou"
"2019","3","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",5343,"Nou"
"2019","3","6","Gràcia","30","la Salut",7171,"Nou"
"2019","3","6","Gràcia","31","la Vila de Gràcia",5145,"Nou"
"2019","3","7","Horta-Guinardó","35","el Guinardó",4771,"Nou"
"2019","3","7","Horta-Guinardó","37","el Carmel",2418,"Nou"
"2019","3","7","Horta-Guinardó","38","la Teixonera",1955,"Nou"
"2019","3","7","Horta-Guinardó","39","Sant Genís dels Agudells",2826,"Nou"
"2019","3","7","Horta-Guinardó","40","Montbau",2728,"Nou"
"2019","3","7","Horta-Guinardó","41","la Vall d'Hebron",4409,"Nou"
"2019","3","7","Horta-Guinardó","43","Horta",3869,"Nou"
"2019","3","8","Nou Barris","48","la Guineueta",5066,"Nou"
"2019","3","9","Sant Andreu","60","Sant Andreu",4469,"Nou"
"2019","3","10","Sant Martí","64","el Camp de l'Arpa del Clot",4475,"Nou"
"2019","3","10","Sant Martí","68","el Poblenou",5290,"Nou"
"2019","3","10","Sant Martí","70","el Besòs i el Maresme",4697,"Nou"
"2019","3","10","Sant Martí","73","la Verneda i la Pau",2835,"Nou"
"2019","3","1","Ciutat Vella","1","el Raval",3390,"Usat"
"2019","3","1","Ciutat Vella","2","el Barri Gòtic",4308,"Usat"
"2019","3","1","Ciutat Vella","3","la Barceloneta",4871,"Usat"
"2019","3","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4646,"Usat"
"2019","3","2","Eixample","5","el Fort Pienc",3704,"Usat"
"2019","3","2","Eixample","6","la Sagrada Família",3665,"Usat"
"2019","3","2","Eixample","7","la Dreta de l'Eixample",5018,"Usat"
"2019","3","2","Eixample","8","l'Antiga Esquerra de l'Eixample",5220,"Usat"
"2019","3","2","Eixample","9","la Nova Esquerra de l'Eixample",4317,"Usat"
"2019","3","2","Eixample","10","Sant Antoni",4135,"Usat"
"2019","3","3","Sants-Montjuïc","11","el Poble Sec",3957,"Usat"
"2019","3","3","Sants-Montjuïc","12","la Marina del Prat Vermell",1920,"Usat"
"2019","3","3","Sants-Montjuïc","13","la Marina de Port",3209,"Usat"
"2019","3","3","Sants-Montjuïc","14","la Font de la Guatlla",4021,"Usat"
"2019","3","3","Sants-Montjuïc","15","Hostafrancs",4553,"Usat"
"2019","3","3","Sants-Montjuïc","16","la Bordeta",3448,"Usat"
"2019","3","3","Sants-Montjuïc","17","Sants - Badal",4340,"Usat"
"2019","3","3","Sants-Montjuïc","18","Sants",3773,"Usat"
"2019","3","4","Les Corts","19","les Corts",4292,"Usat"
"2019","3","4","Les Corts","20","la Maternitat i Sant Ramon",4154,"Usat"
"2019","3","4","Les Corts","21","Pedralbes",6260,"Usat"
"2019","3","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",4371,"Usat"
"2019","3","5","Sarrià-Sant Gervasi","23","Sarrià",5460,"Usat"
"2019","3","5","Sarrià-Sant Gervasi","24","les Tres Torres",5700,"Usat"
"2019","3","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",6002,"Usat"
"2019","3","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",5727,"Usat"
"2019","3","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",4453,"Usat"
"2019","3","6","Gràcia","28","Vallcarca i els Penitents",3873,"Usat"
"2019","3","6","Gràcia","29","el Coll",3040,"Usat"
"2019","3","6","Gràcia","30","la Salut",4900,"Usat"
"2019","3","6","Gràcia","31","la Vila de Gràcia",5264,"Usat"
"2019","3","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4612,"Usat"
"2019","3","7","Horta-Guinardó","33","el Baix Guinardó",4556,"Usat"
"2019","3","7","Horta-Guinardó","34","Can Baró",2770,"Usat"
"2019","3","7","Horta-Guinardó","35","el Guinardó",3266,"Usat"
"2019","3","7","Horta-Guinardó","36","la Font d'en Fargues",4646,"Usat"
"2019","3","7","Horta-Guinardó","37","el Carmel",2253,"Usat"
"2019","3","7","Horta-Guinardó","38","la Teixonera",2592,"Usat"
"2019","3","7","Horta-Guinardó","39","Sant Genís dels Agudells",1936,"Usat"
"2019","3","7","Horta-Guinardó","40","Montbau",2929,"Usat"
"2019","3","7","Horta-Guinardó","43","Horta",3101,"Usat"
"2019","3","8","Nou Barris","44","Vilapicina i la Torre Llobeta",3043,"Usat"
"2019","3","8","Nou Barris","45","Porta",2966,"Usat"
"2019","3","8","Nou Barris","46","el Turó de la Peira",2528,"Usat"
"2019","3","8","Nou Barris","48","la Guineueta",2889,"Usat"
"2019","3","8","Nou Barris","49","Canyelles",2464,"Usat"
"2019","3","8","Nou Barris","50","les Roquetes",2634,"Usat"
"2019","3","8","Nou Barris","51","Verdun",2338,"Usat"
"2019","3","8","Nou Barris","52","la Prosperitat",2770,"Usat"
"2019","3","8","Nou Barris","53","la Trinitat Nova",1758,"Usat"
"2019","3","8","Nou Barris","54","Torre Baró",2805,"Usat"
"2019","3","8","Nou Barris","55","Ciutat Meridiana",1235,"Usat"
"2019","3","9","Sant Andreu","57","la Trinitat Vella",3798,"Usat"
"2019","3","9","Sant Andreu","59","el Bon Pastor",2427,"Usat"
"2019","3","9","Sant Andreu","60","Sant Andreu",2946,"Usat"
"2019","3","9","Sant Andreu","61","la Sagrera",3749,"Usat"
"2019","3","9","Sant Andreu","62","el Congrés i els Indians",3603,"Usat"
"2019","3","9","Sant Andreu","63","Navas",4618,"Usat"
"2019","3","10","Sant Martí","64","el Camp de l'Arpa del Clot",4122,"Usat"
"2019","3","10","Sant Martí","65","el Clot",4030,"Usat"
"2019","3","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",3820,"Usat"
"2019","3","10","Sant Martí","68","el Poblenou",4565,"Usat"
"2019","3","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",5712,"Usat"
"2019","3","10","Sant Martí","70","el Besòs i el Maresme",2886,"Usat"
"2019","3","10","Sant Martí","71","Provençals del Poblenou",8124,"Usat"
"2019","3","10","Sant Martí","72","Sant Martí de Provençals",3837,"Usat"
"2019","3","10","Sant Martí","73","la Verneda i la Pau",2472,"Usat"
"2019","4","1","Ciutat Vella","1","el Raval",3241,"Total"
"2019","4","1","Ciutat Vella","2","el Barri Gòtic",5234,"Total"
"2019","4","1","Ciutat Vella","3","la Barceloneta",5055,"Total"
"2019","4","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4327,"Total"
"2019","4","2","Eixample","5","el Fort Pienc",4817,"Total"
"2019","4","2","Eixample","6","la Sagrada Família",4507,"Total"
"2019","4","2","Eixample","7","la Dreta de l'Eixample",4573,"Total"
"2019","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",5338,"Total"
"2019","4","2","Eixample","9","la Nova Esquerra de l'Eixample",4145,"Total"
"2019","4","2","Eixample","10","Sant Antoni",4378,"Total"
"2019","4","3","Sants-Montjuïc","11","el Poble Sec",4863,"Total"
"2019","4","3","Sants-Montjuïc","13","la Marina de Port",2734,"Total"
"2019","4","3","Sants-Montjuïc","14","la Font de la Guatlla",3954,"Total"
"2019","4","3","Sants-Montjuïc","15","Hostafrancs",3468,"Total"
"2019","4","3","Sants-Montjuïc","16","la Bordeta",2816,"Total"
"2019","4","3","Sants-Montjuïc","17","Sants - Badal",3753,"Total"
"2019","4","3","Sants-Montjuïc","18","Sants",3769,"Total"
"2019","4","4","Les Corts","19","les Corts",4585,"Total"
"2019","4","4","Les Corts","20","la Maternitat i Sant Ramon",4119,"Total"
"2019","4","4","Les Corts","21","Pedralbes",9175,"Total"
"2019","4","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",6487,"Total"
"2019","4","5","Sarrià-Sant Gervasi","23","Sarrià",5469,"Total"
"2019","4","5","Sarrià-Sant Gervasi","24","les Tres Torres",5618,"Total"
"2019","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",4771,"Total"
"2019","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",5216,"Total"
"2019","4","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",4831,"Total"
"2019","4","6","Gràcia","28","Vallcarca i els Penitents",4279,"Total"
"2019","4","6","Gràcia","29","el Coll",2934,"Total"
"2019","4","6","Gràcia","30","la Salut",4455,"Total"
"2019","4","6","Gràcia","31","la Vila de Gràcia",5531,"Total"
"2019","4","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",5007,"Total"
"2019","4","7","Horta-Guinardó","33","el Baix Guinardó",3450,"Total"
"2019","4","7","Horta-Guinardó","34","Can Baró",3032,"Total"
"2019","4","7","Horta-Guinardó","35","el Guinardó",3469,"Total"
"2019","4","7","Horta-Guinardó","36","la Font d'en Fargues",3476,"Total"
"2019","4","7","Horta-Guinardó","37","el Carmel",2782,"Total"
"2019","4","7","Horta-Guinardó","38","la Teixonera",3666,"Total"
"2019","4","7","Horta-Guinardó","39","Sant Genís dels Agudells",2626,"Total"
"2019","4","7","Horta-Guinardó","40","Montbau",2680,"Total"
"2019","4","7","Horta-Guinardó","41","la Vall d'Hebron",3469,"Total"
"2019","4","7","Horta-Guinardó","43","Horta",3305,"Total"
"2019","4","8","Nou Barris","44","Vilapicina i la Torre Llobeta",2944,"Total"
"2019","4","8","Nou Barris","45","Porta",2685,"Total"
"2019","4","8","Nou Barris","46","el Turó de la Peira",2313,"Total"
"2019","4","8","Nou Barris","48","la Guineueta",2864,"Total"
"2019","4","8","Nou Barris","49","Canyelles",2098,"Total"
"2019","4","8","Nou Barris","50","les Roquetes",3265,"Total"
"2019","4","8","Nou Barris","51","Verdun",2889,"Total"
"2019","4","8","Nou Barris","52","la Prosperitat",2833,"Total"
"2019","4","8","Nou Barris","53","la Trinitat Nova",1533,"Total"
"2019","4","8","Nou Barris","55","Ciutat Meridiana",1531,"Total"
"2019","4","8","Nou Barris","56","Vallbona",1891,"Total"
"2019","4","9","Sant Andreu","57","la Trinitat Vella",3216,"Total"
"2019","4","9","Sant Andreu","59","el Bon Pastor",2452,"Total"
"2019","4","9","Sant Andreu","60","Sant Andreu",3553,"Total"
"2019","4","9","Sant Andreu","61","la Sagrera",3380,"Total"
"2019","4","9","Sant Andreu","62","el Congrés i els Indians",3146,"Total"
"2019","4","9","Sant Andreu","63","Navas",4158,"Total"
"2019","4","10","Sant Martí","64","el Camp de l'Arpa del Clot",3785,"Total"
"2019","4","10","Sant Martí","65","el Clot",4176,"Total"
"2019","4","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",3577,"Total"
"2019","4","10","Sant Martí","67","la Vila Olímpica del Poblenou",4908,"Total"
"2019","4","10","Sant Martí","68","el Poblenou",4831,"Total"
"2019","4","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",5778,"Total"
"2019","4","10","Sant Martí","70","el Besòs i el Maresme",3257,"Total"
"2019","4","10","Sant Martí","71","Provençals del Poblenou",2683,"Total"
"2019","4","10","Sant Martí","72","Sant Martí de Provençals",3555,"Total"
"2019","4","10","Sant Martí","73","la Verneda i la Pau",2415,"Total"
"2019","4","1","Ciutat Vella","2","el Barri Gòtic",5904,"Nou"
"2019","4","1","Ciutat Vella","3","la Barceloneta",5052,"Nou"
"2019","4","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",5231,"Nou"
"2019","4","2","Eixample","7","la Dreta de l'Eixample",2936,"Nou"
"2019","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",8580,"Nou"
"2019","4","3","Sants-Montjuïc","15","Hostafrancs",760,"Nou"
"2019","4","3","Sants-Montjuïc","18","Sants",3739,"Nou"
"2019","4","4","Les Corts","19","les Corts",5541,"Nou"
"2019","4","4","Les Corts","21","Pedralbes",14880,"Nou"
"2019","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",5700,"Nou"
"2019","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",5051,"Nou"
"2019","4","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",6274,"Nou"
"2019","4","6","Gràcia","28","Vallcarca i els Penitents",3717,"Nou"
"2019","4","6","Gràcia","29","el Coll",2952,"Nou"
"2019","4","6","Gràcia","31","la Vila de Gràcia",5763,"Nou"
"2019","4","7","Horta-Guinardó","37","el Carmel",3132,"Nou"
"2019","4","7","Horta-Guinardó","38","la Teixonera",3923,"Nou"
"2019","4","7","Horta-Guinardó","39","Sant Genís dels Agudells",1806,"Nou"
"2019","4","7","Horta-Guinardó","40","Montbau",2568,"Nou"
"2019","4","7","Horta-Guinardó","43","Horta",3659,"Nou"
"2019","4","8","Nou Barris","51","Verdun",3276,"Nou"
"2019","4","9","Sant Andreu","60","Sant Andreu",4654,"Nou"
"2019","4","10","Sant Martí","64","el Camp de l'Arpa del Clot",4591,"Nou"
"2019","4","10","Sant Martí","65","el Clot",4338,"Nou"
"2019","4","10","Sant Martí","68","el Poblenou",6316,"Nou"
"2019","4","10","Sant Martí","70","el Besòs i el Maresme",4728,"Nou"
"2019","4","10","Sant Martí","73","la Verneda i la Pau",2892,"Nou"
"2019","4","1","Ciutat Vella","1","el Raval",3155,"Usat"
"2019","4","1","Ciutat Vella","2","el Barri Gòtic",5147,"Usat"
"2019","4","1","Ciutat Vella","3","la Barceloneta",5056,"Usat"
"2019","4","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4277,"Usat"
"2019","4","2","Eixample","5","el Fort Pienc",4628,"Usat"
"2019","4","2","Eixample","6","la Sagrada Família",4507,"Usat"
"2019","4","2","Eixample","7","la Dreta de l'Eixample",4705,"Usat"
"2019","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",4479,"Usat"
"2019","4","2","Eixample","9","la Nova Esquerra de l'Eixample",4067,"Usat"
"2019","4","2","Eixample","10","Sant Antoni",4378,"Usat"
"2019","4","3","Sants-Montjuïc","11","el Poble Sec",4863,"Usat"
"2019","4","3","Sants-Montjuïc","13","la Marina de Port",2734,"Usat"
"2019","4","3","Sants-Montjuïc","14","la Font de la Guatlla",3954,"Usat"
"2019","4","3","Sants-Montjuïc","15","Hostafrancs",3577,"Usat"
"2019","4","3","Sants-Montjuïc","16","la Bordeta",2816,"Usat"
"2019","4","3","Sants-Montjuïc","17","Sants - Badal",3781,"Usat"
"2019","4","3","Sants-Montjuïc","18","Sants",3773,"Usat"
"2019","4","4","Les Corts","19","les Corts",4496,"Usat"
"2019","4","4","Les Corts","20","la Maternitat i Sant Ramon",4119,"Usat"
"2019","4","4","Les Corts","21","Pedralbes",5848,"Usat"
"2019","4","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",6487,"Usat"
"2019","4","5","Sarrià-Sant Gervasi","23","Sarrià",5384,"Usat"
"2019","4","5","Sarrià-Sant Gervasi","24","les Tres Torres",5618,"Usat"
"2019","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",4623,"Usat"
"2019","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",5257,"Usat"
"2019","4","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",4609,"Usat"
"2019","4","6","Gràcia","28","Vallcarca i els Penitents",4560,"Usat"
"2019","4","6","Gràcia","29","el Coll",2926,"Usat"
"2019","4","6","Gràcia","30","la Salut",4455,"Usat"
"2019","4","6","Gràcia","31","la Vila de Gràcia",5517,"Usat"
"2019","4","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",5026,"Usat"
"2019","4","7","Horta-Guinardó","33","el Baix Guinardó",3450,"Usat"
"2019","4","7","Horta-Guinardó","34","Can Baró",3032,"Usat"
"2019","4","7","Horta-Guinardó","35","el Guinardó",3469,"Usat"
"2019","4","7","Horta-Guinardó","36","la Font d'en Fargues",3476,"Usat"
"2019","4","7","Horta-Guinardó","37","el Carmel",2678,"Usat"
"2019","4","7","Horta-Guinardó","38","la Teixonera",3262,"Usat"
"2019","4","7","Horta-Guinardó","39","Sant Genís dels Agudells",2790,"Usat"
"2019","4","7","Horta-Guinardó","41","la Vall d'Hebron",3469,"Usat"
"2019","4","7","Horta-Guinardó","43","Horta",3217,"Usat"
"2019","4","8","Nou Barris","44","Vilapicina i la Torre Llobeta",2944,"Usat"
"2019","4","8","Nou Barris","45","Porta",2655,"Usat"
"2019","4","8","Nou Barris","46","el Turó de la Peira",2313,"Usat"
"2019","4","8","Nou Barris","48","la Guineueta",2864,"Usat"
"2019","4","8","Nou Barris","49","Canyelles",2098,"Usat"
"2019","4","8","Nou Barris","50","les Roquetes",3265,"Usat"
"2019","4","8","Nou Barris","51","Verdun",2696,"Usat"
"2019","4","8","Nou Barris","52","la Prosperitat",2833,"Usat"
"2019","4","8","Nou Barris","53","la Trinitat Nova",1533,"Usat"
"2019","4","8","Nou Barris","55","Ciutat Meridiana",1531,"Usat"
"2019","4","8","Nou Barris","56","Vallbona",1891,"Usat"
"2019","4","9","Sant Andreu","57","la Trinitat Vella",3216,"Usat"
"2019","4","9","Sant Andreu","59","el Bon Pastor",2526,"Usat"
"2019","4","9","Sant Andreu","60","Sant Andreu",3253,"Usat"
"2019","4","9","Sant Andreu","61","la Sagrera",3380,"Usat"
"2019","4","9","Sant Andreu","62","el Congrés i els Indians",3146,"Usat"
"2019","4","9","Sant Andreu","63","Navas",4188,"Usat"
"2019","4","10","Sant Martí","64","el Camp de l'Arpa del Clot",3702,"Usat"
"2019","4","10","Sant Martí","65","el Clot",4168,"Usat"
"2019","4","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",3633,"Usat"
"2019","4","10","Sant Martí","67","la Vila Olímpica del Poblenou",4908,"Usat"
"2019","4","10","Sant Martí","68","el Poblenou",4682,"Usat"
"2019","4","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",5778,"Usat"
"2019","4","10","Sant Martí","70","el Besòs i el Maresme",3030,"Usat"
"2019","4","10","Sant Martí","72","Sant Martí de Provençals",3555,"Usat"
"2019","4","10","Sant Martí","73","la Verneda i la Pau",2376,"Usat"
"2020","1","1","Ciutat Vella","1","el Raval",3777,"Total"
"2020","1","1","Ciutat Vella","2","el Barri Gòtic",3754,"Total"
"2020","1","1","Ciutat Vella","3","la Barceloneta",4768,"Total"
"2020","1","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4354,"Total"
"2020","1","2","Eixample","5","el Fort Pienc",4920,"Total"
"2020","1","2","Eixample","6","la Sagrada Família",4563,"Total"
"2020","1","2","Eixample","7","la Dreta de l'Eixample",4784,"Total"
"2020","1","2","Eixample","8","l'Antiga Esquerra de l'Eixample",4995,"Total"
"2020","1","2","Eixample","9","la Nova Esquerra de l'Eixample",5175,"Total"
"2020","1","2","Eixample","10","Sant Antoni",4056,"Total"
"2020","1","3","Sants-Montjuïc","11","el Poble Sec",4433,"Total"
"2020","1","3","Sants-Montjuïc","12","la Marina del Prat Vermell",2085,"Total"
"2020","1","3","Sants-Montjuïc","13","la Marina de Port",2807,"Total"
"2020","1","3","Sants-Montjuïc","14","la Font de la Guatlla",3616,"Total"
"2020","1","3","Sants-Montjuïc","15","Hostafrancs",4053,"Total"
"2020","1","3","Sants-Montjuïc","16","la Bordeta",3287,"Total"
"2020","1","3","Sants-Montjuïc","17","Sants - Badal",3644,"Total"
"2020","1","3","Sants-Montjuïc","18","Sants",4441,"Total"
"2020","1","4","Les Corts","19","les Corts",4870,"Total"
"2020","1","4","Les Corts","20","la Maternitat i Sant Ramon",4477,"Total"
"2020","1","4","Les Corts","21","Pedralbes",7045,"Total"
"2020","1","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",1972,"Total"
"2020","1","5","Sarrià-Sant Gervasi","23","Sarrià",6096,"Total"
"2020","1","5","Sarrià-Sant Gervasi","24","les Tres Torres",5797,"Total"
"2020","1","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",4797,"Total"
"2020","1","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",5171,"Total"
"2020","1","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",5029,"Total"
"2020","1","6","Gràcia","28","Vallcarca i els Penitents",3853,"Total"
"2020","1","6","Gràcia","29","el Coll",3328,"Total"
"2020","1","6","Gràcia","30","la Salut",4481,"Total"
"2020","1","6","Gràcia","31","la Vila de Gràcia",4807,"Total"
"2020","1","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4238,"Total"
"2020","1","7","Horta-Guinardó","33","el Baix Guinardó",3722,"Total"
"2020","1","7","Horta-Guinardó","34","Can Baró",3304,"Total"
"2020","1","7","Horta-Guinardó","35","el Guinardó",3576,"Total"
"2020","1","7","Horta-Guinardó","36","la Font d'en Fargues",3283,"Total"
"2020","1","7","Horta-Guinardó","37","el Carmel",2541,"Total"
"2020","1","7","Horta-Guinardó","38","la Teixonera",2665,"Total"
"2020","1","7","Horta-Guinardó","39","Sant Genís dels Agudells",2125,"Total"
"2020","1","7","Horta-Guinardó","40","Montbau",2905,"Total"
"2020","1","7","Horta-Guinardó","41","la Vall d'Hebron",3325,"Total"
"2020","1","7","Horta-Guinardó","43","Horta",3560,"Total"
"2020","1","8","Nou Barris","44","Vilapicina i la Torre Llobeta",3094,"Total"
"2020","1","8","Nou Barris","45","Porta",2713,"Total"
"2020","1","8","Nou Barris","46","el Turó de la Peira",2375,"Total"
"2020","1","8","Nou Barris","47","Can Peguera",1932,"Total"
"2020","1","8","Nou Barris","48","la Guineueta",2620,"Total"
"2020","1","8","Nou Barris","49","Canyelles",2222,"Total"
"2020","1","8","Nou Barris","50","les Roquetes",2614,"Total"
"2020","1","8","Nou Barris","51","Verdun",2599,"Total"
"2020","1","8","Nou Barris","52","la Prosperitat",2390,"Total"
"2020","1","8","Nou Barris","53","la Trinitat Nova",1715,"Total"
"2020","1","8","Nou Barris","55","Ciutat Meridiana",1808,"Total"
"2020","1","9","Sant Andreu","57","la Trinitat Vella",2318,"Total"
"2020","1","9","Sant Andreu","58","Baró de Viver",3406,"Total"
"2020","1","9","Sant Andreu","59","el Bon Pastor",2122,"Total"
"2020","1","9","Sant Andreu","60","Sant Andreu",3159,"Total"
"2020","1","9","Sant Andreu","61","la Sagrera",3263,"Total"
"2020","1","9","Sant Andreu","62","el Congrés i els Indians",2836,"Total"
"2020","1","9","Sant Andreu","63","Navas",4709,"Total"
"2020","1","10","Sant Martí","64","el Camp de l'Arpa del Clot",4422,"Total"
"2020","1","10","Sant Martí","65","el Clot",4552,"Total"
"2020","1","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",4844,"Total"
"2020","1","10","Sant Martí","67","la Vila Olímpica del Poblenou",4703,"Total"
"2020","1","10","Sant Martí","68","el Poblenou",5050,"Total"
"2020","1","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",7880,"Total"
"2020","1","10","Sant Martí","70","el Besòs i el Maresme",2902,"Total"
"2020","1","10","Sant Martí","71","Provençals del Poblenou",4395,"Total"
"2020","1","10","Sant Martí","72","Sant Martí de Provençals",3562,"Total"
"2020","1","10","Sant Martí","73","la Verneda i la Pau",2494,"Total"
"2020","1","1","Ciutat Vella","2","el Barri Gòtic",6516,"Nou"
"2020","1","1","Ciutat Vella","3","la Barceloneta",3463,"Nou"
"2020","1","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",7240,"Nou"
"2020","1","2","Eixample","5","el Fort Pienc",5562,"Nou"
"2020","1","2","Eixample","7","la Dreta de l'Eixample",3098,"Nou"
"2020","1","2","Eixample","8","l'Antiga Esquerra de l'Eixample",6313,"Nou"
"2020","1","2","Eixample","9","la Nova Esquerra de l'Eixample",4587,"Nou"
"2020","1","3","Sants-Montjuïc","14","la Font de la Guatlla",2743,"Nou"
"2020","1","3","Sants-Montjuïc","15","Hostafrancs",2600,"Nou"
"2020","1","3","Sants-Montjuïc","17","Sants - Badal",3983,"Nou"
"2020","1","3","Sants-Montjuïc","18","Sants",5098,"Nou"
"2020","1","4","Les Corts","19","les Corts",5292,"Nou"
"2020","1","4","Les Corts","20","la Maternitat i Sant Ramon",4428,"Nou"
"2020","1","4","Les Corts","21","Pedralbes",12154,"Nou"
"2020","1","5","Sarrià-Sant Gervasi","23","Sarrià",7364,"Nou"
"2020","1","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",4851,"Nou"
"2020","1","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",5128,"Nou"
"2020","1","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",5010,"Nou"
"2020","1","6","Gràcia","28","Vallcarca i els Penitents",3461,"Nou"
"2020","1","6","Gràcia","29","el Coll",2268,"Nou"
"2020","1","6","Gràcia","31","la Vila de Gràcia",4480,"Nou"
"2020","1","7","Horta-Guinardó","35","el Guinardó",4152,"Nou"
"2020","1","7","Horta-Guinardó","36","la Font d'en Fargues",2298,"Nou"
"2020","1","7","Horta-Guinardó","37","el Carmel",2664,"Nou"
"2020","1","7","Horta-Guinardó","38","la Teixonera",2882,"Nou"
"2020","1","7","Horta-Guinardó","40","Montbau",2988,"Nou"
"2020","1","7","Horta-Guinardó","41","la Vall d'Hebron",3666,"Nou"
"2020","1","7","Horta-Guinardó","43","Horta",4141,"Nou"
"2020","1","8","Nou Barris","51","Verdun",3300,"Nou"
"2020","1","9","Sant Andreu","60","Sant Andreu",3804,"Nou"
"2020","1","9","Sant Andreu","62","el Congrés i els Indians",3709,"Nou"
"2020","1","9","Sant Andreu","63","Navas",6216,"Nou"
"2020","1","10","Sant Martí","64","el Camp de l'Arpa del Clot",5564,"Nou"
"2020","1","10","Sant Martí","65","el Clot",4751,"Nou"
