"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Valor","Estat"
"2020","3","7","Horta-Guinardó","34","Can Baró",2913,"Usat"
"2020","3","7","Horta-Guinardó","35","el Guinardó",3443,"Usat"
"2020","3","7","Horta-Guinardó","36","la Font d'en Fargues",4144,"Usat"
"2020","3","7","Horta-Guinardó","37","el Carmel",2689,"Usat"
"2020","3","7","Horta-Guinardó","38","la Teixonera",2688,"Usat"
"2020","3","7","Horta-Guinardó","39","Sant Genís dels Agudells",2308,"Usat"
"2020","3","7","Horta-Guinardó","40","Montbau",1473,"Usat"
"2020","3","7","Horta-Guinardó","41","la Vall d'Hebron",4085,"Usat"
"2020","3","7","Horta-Guinardó","43","Horta",2985,"Usat"
"2020","3","8","Nou Barris","44","Vilapicina i la Torre Llobeta",2494,"Usat"
"2020","3","8","Nou Barris","45","Porta",2642,"Usat"
"2020","3","8","Nou Barris","46","el Turó de la Peira",2429,"Usat"
"2020","3","8","Nou Barris","48","la Guineueta",2099,"Usat"
"2020","3","8","Nou Barris","49","Canyelles",2898,"Usat"
"2020","3","8","Nou Barris","50","les Roquetes",2017,"Usat"
"2020","3","8","Nou Barris","51","Verdun",2468,"Usat"
"2020","3","8","Nou Barris","52","la Prosperitat",2389,"Usat"
"2020","3","8","Nou Barris","53","la Trinitat Nova",2102,"Usat"
"2020","3","8","Nou Barris","55","Ciutat Meridiana",740,"Usat"
"2020","3","8","Nou Barris","56","Vallbona",2071,"Usat"
"2020","3","9","Sant Andreu","59","el Bon Pastor",2104,"Usat"
"2020","3","9","Sant Andreu","60","Sant Andreu",3518,"Usat"
"2020","3","9","Sant Andreu","61","la Sagrera",4043,"Usat"
"2020","3","9","Sant Andreu","62","el Congrés i els Indians",4258,"Usat"
"2020","3","9","Sant Andreu","63","Navas",3434,"Usat"
"2020","3","10","Sant Martí","64","el Camp de l'Arpa del Clot",3772,"Usat"
"2020","3","10","Sant Martí","65","el Clot",3765,"Usat"
"2020","3","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",3994,"Usat"
"2020","3","10","Sant Martí","67","la Vila Olímpica del Poblenou",4801,"Usat"
"2020","3","10","Sant Martí","68","el Poblenou",4327,"Usat"
"2020","3","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",5250,"Usat"
"2020","3","10","Sant Martí","70","el Besòs i el Maresme",2205,"Usat"
"2020","3","10","Sant Martí","71","Provençals del Poblenou",3180,"Usat"
"2020","3","10","Sant Martí","72","Sant Martí de Provençals",2794,"Usat"
"2020","3","10","Sant Martí","73","la Verneda i la Pau",2400,"Usat"
"2020","4","1","Ciutat Vella","1","el Raval",3294,"Total"
"2020","4","1","Ciutat Vella","2","el Barri Gòtic",4386,"Total"
"2020","4","1","Ciutat Vella","3","la Barceloneta",4559,"Total"
"2020","4","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4291,"Total"
"2020","4","2","Eixample","5","el Fort Pienc",3703,"Total"
"2020","4","2","Eixample","6","la Sagrada Família",3705,"Total"
"2020","4","2","Eixample","7","la Dreta de l'Eixample",5591,"Total"
"2020","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",5208,"Total"
"2020","4","2","Eixample","9","la Nova Esquerra de l'Eixample",4310,"Total"
"2020","4","2","Eixample","10","Sant Antoni",4450,"Total"
"2020","4","3","Sants-Montjuïc","11","el Poble Sec",4195,"Total"
"2020","4","3","Sants-Montjuïc","12","la Marina del Prat Vermell",2057,"Total"
"2020","4","3","Sants-Montjuïc","13","la Marina de Port",3014,"Total"
"2020","4","3","Sants-Montjuïc","14","la Font de la Guatlla",3339,"Total"
"2020","4","3","Sants-Montjuïc","15","Hostafrancs",3189,"Total"
"2020","4","3","Sants-Montjuïc","16","la Bordeta",4613,"Total"
"2020","4","3","Sants-Montjuïc","17","Sants - Badal",3661,"Total"
"2020","4","3","Sants-Montjuïc","18","Sants",4076,"Total"
"2020","4","4","Les Corts","19","les Corts",4971,"Total"
"2020","4","4","Les Corts","20","la Maternitat i Sant Ramon",3773,"Total"
"2020","4","4","Les Corts","21","Pedralbes",6513,"Total"
"2020","4","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",5270,"Total"
"2020","4","5","Sarrià-Sant Gervasi","23","Sarrià",6663,"Total"
"2020","4","5","Sarrià-Sant Gervasi","24","les Tres Torres",5472,"Total"
"2020","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",6017,"Total"
"2020","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",6070,"Total"
"2020","4","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",4316,"Total"
"2020","4","6","Gràcia","28","Vallcarca i els Penitents",3749,"Total"
"2020","4","6","Gràcia","29","el Coll",3268,"Total"
"2020","4","6","Gràcia","30","la Salut",4423,"Total"
"2020","4","6","Gràcia","31","la Vila de Gràcia",4671,"Total"
"2020","4","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4269,"Total"
"2020","4","7","Horta-Guinardó","33","el Baix Guinardó",3385,"Total"
"2020","4","7","Horta-Guinardó","34","Can Baró",2319,"Total"
"2020","4","7","Horta-Guinardó","35","el Guinardó",3364,"Total"
"2020","4","7","Horta-Guinardó","36","la Font d'en Fargues",3367,"Total"
"2020","4","7","Horta-Guinardó","37","el Carmel",2608,"Total"
"2020","4","7","Horta-Guinardó","38","la Teixonera",3132,"Total"
"2020","4","7","Horta-Guinardó","39","Sant Genís dels Agudells",4342,"Total"
"2020","4","7","Horta-Guinardó","40","Montbau",2931,"Total"
"2020","4","7","Horta-Guinardó","41","la Vall d'Hebron",4251,"Total"
"2020","4","7","Horta-Guinardó","43","Horta",3703,"Total"
"2020","4","8","Nou Barris","44","Vilapicina i la Torre Llobeta",2937,"Total"
"2020","4","8","Nou Barris","45","Porta",2917,"Total"
"2020","4","8","Nou Barris","46","el Turó de la Peira",2102,"Total"
"2020","4","8","Nou Barris","48","la Guineueta",2679,"Total"
"2020","4","8","Nou Barris","49","Canyelles",2288,"Total"
"2020","4","8","Nou Barris","50","les Roquetes",3182,"Total"
"2020","4","8","Nou Barris","51","Verdun",1862,"Total"
"2020","4","8","Nou Barris","52","la Prosperitat",2371,"Total"
"2020","4","8","Nou Barris","53","la Trinitat Nova",1408,"Total"
"2020","4","8","Nou Barris","55","Ciutat Meridiana",1650,"Total"
"2020","4","9","Sant Andreu","57","la Trinitat Vella",1645,"Total"
"2020","4","9","Sant Andreu","59","el Bon Pastor",2472,"Total"
"2020","4","9","Sant Andreu","60","Sant Andreu",4358,"Total"
"2020","4","9","Sant Andreu","61","la Sagrera",3902,"Total"
"2020","4","9","Sant Andreu","62","el Congrés i els Indians",8701,"Total"
"2020","4","9","Sant Andreu","63","Navas",4202,"Total"
"2020","4","10","Sant Martí","64","el Camp de l'Arpa del Clot",3504,"Total"
"2020","4","10","Sant Martí","65","el Clot",3591,"Total"
"2020","4","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",4755,"Total"
"2020","4","10","Sant Martí","67","la Vila Olímpica del Poblenou",5183,"Total"
"2020","4","10","Sant Martí","68","el Poblenou",4865,"Total"
"2020","4","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",5847,"Total"
"2020","4","10","Sant Martí","70","el Besòs i el Maresme",2496,"Total"
"2020","4","10","Sant Martí","71","Provençals del Poblenou",3309,"Total"
"2020","4","10","Sant Martí","72","Sant Martí de Provençals",2664,"Total"
"2020","4","10","Sant Martí","73","la Verneda i la Pau",2108,"Total"
"2020","4","1","Ciutat Vella","3","la Barceloneta",4214,"Nou"
"2020","4","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4390,"Nou"
"2020","4","2","Eixample","5","el Fort Pienc",3486,"Nou"
"2020","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",8102,"Nou"
"2020","4","2","Eixample","9","la Nova Esquerra de l'Eixample",3821,"Nou"
"2020","4","3","Sants-Montjuïc","11","el Poble Sec",4488,"Nou"
"2020","4","3","Sants-Montjuïc","15","Hostafrancs",3014,"Nou"
"2020","4","3","Sants-Montjuïc","17","Sants - Badal",4132,"Nou"
"2020","4","3","Sants-Montjuïc","18","Sants",4940,"Nou"
"2020","4","4","Les Corts","19","les Corts",5896,"Nou"
"2020","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",6423,"Nou"
"2020","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",6325,"Nou"
"2020","4","6","Gràcia","28","Vallcarca i els Penitents",4147,"Nou"
"2020","4","6","Gràcia","29","el Coll",3854,"Nou"
"2020","4","6","Gràcia","31","la Vila de Gràcia",5886,"Nou"
"2020","4","7","Horta-Guinardó","37","el Carmel",2723,"Nou"
"2020","4","7","Horta-Guinardó","43","Horta",4485,"Nou"
"2020","4","9","Sant Andreu","60","Sant Andreu",4699,"Nou"
"2020","4","9","Sant Andreu","62","el Congrés i els Indians",13910,"Nou"
"2020","4","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",5998,"Nou"
"2020","4","10","Sant Martí","68","el Poblenou",5167,"Nou"
"2020","4","10","Sant Martí","70","el Besòs i el Maresme",2141,"Nou"
"2020","4","10","Sant Martí","71","Provençals del Poblenou",2937,"Nou"
"2020","4","1","Ciutat Vella","1","el Raval",3276,"Usat"
"2020","4","1","Ciutat Vella","2","el Barri Gòtic",4436,"Usat"
"2020","4","1","Ciutat Vella","3","la Barceloneta",4585,"Usat"
"2020","4","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4283,"Usat"
"2020","4","2","Eixample","5","el Fort Pienc",3735,"Usat"
"2020","4","2","Eixample","6","la Sagrada Família",3705,"Usat"
"2020","4","2","Eixample","7","la Dreta de l'Eixample",5480,"Usat"
"2020","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",4932,"Usat"
"2020","4","2","Eixample","9","la Nova Esquerra de l'Eixample",4425,"Usat"
"2020","4","2","Eixample","10","Sant Antoni",4450,"Usat"
"2020","4","3","Sants-Montjuïc","11","el Poble Sec",4141,"Usat"
"2020","4","3","Sants-Montjuïc","12","la Marina del Prat Vermell",2057,"Usat"
"2020","4","3","Sants-Montjuïc","13","la Marina de Port",3014,"Usat"
"2020","4","3","Sants-Montjuïc","14","la Font de la Guatlla",3339,"Usat"
"2020","4","3","Sants-Montjuïc","15","Hostafrancs",3259,"Usat"
"2020","4","3","Sants-Montjuïc","16","la Bordeta",4774,"Usat"
"2020","4","3","Sants-Montjuïc","17","Sants - Badal",3189,"Usat"
"2020","4","3","Sants-Montjuïc","18","Sants",4009,"Usat"
"2020","4","4","Les Corts","19","les Corts",4866,"Usat"
"2020","4","4","Les Corts","20","la Maternitat i Sant Ramon",3773,"Usat"
"2020","4","4","Les Corts","21","Pedralbes",6513,"Usat"
"2020","4","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",9000,"Usat"
"2020","4","5","Sarrià-Sant Gervasi","23","Sarrià",6174,"Usat"
"2020","4","5","Sarrià-Sant Gervasi","24","les Tres Torres",5472,"Usat"
"2020","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",5931,"Usat"
"2020","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",5973,"Usat"
"2020","4","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",4165,"Usat"
"2020","4","6","Gràcia","28","Vallcarca i els Penitents",3677,"Usat"
"2020","4","6","Gràcia","29","el Coll",3073,"Usat"
"2020","4","6","Gràcia","30","la Salut",4423,"Usat"
"2020","4","6","Gràcia","31","la Vila de Gràcia",4495,"Usat"
"2020","4","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4269,"Usat"
"2020","4","7","Horta-Guinardó","33","el Baix Guinardó",3385,"Usat"
"2020","4","7","Horta-Guinardó","34","Can Baró",2319,"Usat"
"2020","4","7","Horta-Guinardó","35","el Guinardó",3364,"Usat"
"2020","4","7","Horta-Guinardó","36","la Font d'en Fargues",3367,"Usat"
"2020","4","7","Horta-Guinardó","37","el Carmel",2512,"Usat"
"2020","4","7","Horta-Guinardó","38","la Teixonera",3132,"Usat"
"2020","4","7","Horta-Guinardó","39","Sant Genís dels Agudells",4342,"Usat"
"2020","4","7","Horta-Guinardó","40","Montbau",2931,"Usat"
"2020","4","7","Horta-Guinardó","41","la Vall d'Hebron",4251,"Usat"
"2020","4","7","Horta-Guinardó","43","Horta",3215,"Usat"
"2020","4","8","Nou Barris","44","Vilapicina i la Torre Llobeta",2816,"Usat"
"2020","4","8","Nou Barris","45","Porta",2917,"Usat"
"2020","4","8","Nou Barris","46","el Turó de la Peira",2102,"Usat"
"2020","4","8","Nou Barris","48","la Guineueta",2679,"Usat"
"2020","4","8","Nou Barris","49","Canyelles",2288,"Usat"
"2020","4","8","Nou Barris","50","les Roquetes",3182,"Usat"
"2020","4","8","Nou Barris","51","Verdun",1862,"Usat"
"2020","4","8","Nou Barris","52","la Prosperitat",2333,"Usat"
"2020","4","8","Nou Barris","53","la Trinitat Nova",1408,"Usat"
"2020","4","8","Nou Barris","55","Ciutat Meridiana",1650,"Usat"
"2020","4","9","Sant Andreu","57","la Trinitat Vella",1645,"Usat"
"2020","4","9","Sant Andreu","59","el Bon Pastor",2472,"Usat"
"2020","4","9","Sant Andreu","60","Sant Andreu",3079,"Usat"
"2020","4","9","Sant Andreu","61","la Sagrera",3902,"Usat"
"2020","4","9","Sant Andreu","62","el Congrés i els Indians",3492,"Usat"
"2020","4","9","Sant Andreu","63","Navas",4202,"Usat"
"2020","4","10","Sant Martí","64","el Camp de l'Arpa del Clot",3504,"Usat"
"2020","4","10","Sant Martí","65","el Clot",3591,"Usat"
"2020","4","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",4478,"Usat"
"2020","4","10","Sant Martí","67","la Vila Olímpica del Poblenou",5340,"Usat"
"2020","4","10","Sant Martí","68","el Poblenou",4781,"Usat"
"2020","4","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",5847,"Usat"
"2020","4","10","Sant Martí","70","el Besòs i el Maresme",2551,"Usat"
"2020","4","10","Sant Martí","71","Provençals del Poblenou",3542,"Usat"
"2020","4","10","Sant Martí","72","Sant Martí de Provençals",2664,"Usat"
"2020","4","10","Sant Martí","73","la Verneda i la Pau",2108,"Usat"
"2021","1","1","Ciutat Vella","1","el Raval",3013,"Total"
"2021","1","1","Ciutat Vella","2","el Barri Gòtic",3576,"Total"
"2021","1","1","Ciutat Vella","3","la Barceloneta",4169,"Total"
"2021","1","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",3947,"Total"
"2021","1","2","Eixample","5","el Fort Pienc",3733,"Total"
"2021","1","2","Eixample","6","la Sagrada Família",4011,"Total"
"2021","1","2","Eixample","7","la Dreta de l'Eixample",6046,"Total"
"2021","1","2","Eixample","8","l'Antiga Esquerra de l'Eixample",4688,"Total"
"2021","1","2","Eixample","9","la Nova Esquerra de l'Eixample",4246,"Total"
"2021","1","2","Eixample","10","Sant Antoni",4206,"Total"
"2021","1","3","Sants-Montjuïc","11","el Poble Sec",4109,"Total"
"2021","1","3","Sants-Montjuïc","12","la Marina del Prat Vermell",3524,"Total"
"2021","1","3","Sants-Montjuïc","13","la Marina de Port",2921,"Total"
"2021","1","3","Sants-Montjuïc","14","la Font de la Guatlla",3809,"Total"
"2021","1","3","Sants-Montjuïc","15","Hostafrancs",4161,"Total"
"2021","1","3","Sants-Montjuïc","16","la Bordeta",2836,"Total"
"2021","1","3","Sants-Montjuïc","17","Sants - Badal",3650,"Total"
"2021","1","3","Sants-Montjuïc","18","Sants",4065,"Total"
"2021","1","4","Les Corts","19","les Corts",5023,"Total"
"2021","1","4","Les Corts","20","la Maternitat i Sant Ramon",3827,"Total"
"2021","1","4","Les Corts","21","Pedralbes",5923,"Total"
"2021","1","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",3103,"Total"
"2021","1","5","Sarrià-Sant Gervasi","23","Sarrià",5260,"Total"
"2021","1","5","Sarrià-Sant Gervasi","24","les Tres Torres",5623,"Total"
"2021","1","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",6324,"Total"
"2021","1","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",7076,"Total"
"2021","1","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",5019,"Total"
"2021","1","6","Gràcia","28","Vallcarca i els Penitents",4076,"Total"
"2021","1","6","Gràcia","29","el Coll",2885,"Total"
"2021","1","6","Gràcia","30","la Salut",4083,"Total"
"2021","1","6","Gràcia","31","la Vila de Gràcia",4410,"Total"
"2021","1","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4515,"Total"
"2021","1","7","Horta-Guinardó","33","el Baix Guinardó",2654,"Total"
"2021","1","7","Horta-Guinardó","34","Can Baró",3105,"Total"
"2021","1","7","Horta-Guinardó","35","el Guinardó",2913,"Total"
"2021","1","7","Horta-Guinardó","36","la Font d'en Fargues",4086,"Total"
"2021","1","7","Horta-Guinardó","37","el Carmel",2433,"Total"
"2021","1","7","Horta-Guinardó","38","la Teixonera",2779,"Total"
"2021","1","7","Horta-Guinardó","39","Sant Genís dels Agudells",2208,"Total"
"2021","1","7","Horta-Guinardó","40","Montbau",2556,"Total"
"2021","1","7","Horta-Guinardó","41","la Vall d'Hebron",2931,"Total"
"2021","1","7","Horta-Guinardó","43","Horta",3510,"Total"
"2021","1","8","Nou Barris","44","Vilapicina i la Torre Llobeta",3427,"Total"
"2021","1","8","Nou Barris","45","Porta",2562,"Total"
"2021","1","8","Nou Barris","46","el Turó de la Peira",2188,"Total"
"2021","1","8","Nou Barris","47","Can Peguera",2905,"Total"
"2021","1","8","Nou Barris","48","la Guineueta",2412,"Total"
"2021","1","8","Nou Barris","49","Canyelles",2775,"Total"
"2021","1","8","Nou Barris","50","les Roquetes",2339,"Total"
"2021","1","8","Nou Barris","51","Verdun",2744,"Total"
"2021","1","8","Nou Barris","52","la Prosperitat",2683,"Total"
"2021","1","8","Nou Barris","53","la Trinitat Nova",1909,"Total"
"2021","1","8","Nou Barris","54","Torre Baró",2508,"Total"
"2021","1","8","Nou Barris","55","Ciutat Meridiana",859,"Total"
"2021","1","9","Sant Andreu","59","el Bon Pastor",2056,"Total"
"2021","1","9","Sant Andreu","60","Sant Andreu",4106,"Total"
"2021","1","9","Sant Andreu","61","la Sagrera",3852,"Total"
"2021","1","9","Sant Andreu","62","el Congrés i els Indians",5407,"Total"
"2021","1","9","Sant Andreu","63","Navas",3668,"Total"
"2021","1","10","Sant Martí","64","el Camp de l'Arpa del Clot",3300,"Total"
"2021","1","10","Sant Martí","65","el Clot",3630,"Total"
"2021","1","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",3810,"Total"
"2021","1","10","Sant Martí","67","la Vila Olímpica del Poblenou",4480,"Total"
"2021","1","10","Sant Martí","68","el Poblenou",4482,"Total"
"2021","1","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",4221,"Total"
"2021","1","10","Sant Martí","70","el Besòs i el Maresme",2314,"Total"
"2021","1","10","Sant Martí","71","Provençals del Poblenou",3271,"Total"
"2021","1","10","Sant Martí","72","Sant Martí de Provençals",2829,"Total"
"2021","1","10","Sant Martí","73","la Verneda i la Pau",2169,"Total"
"2021","1","1","Ciutat Vella","1","el Raval",6059,"Nou"
"2021","1","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",5263,"Nou"
"2021","1","2","Eixample","6","la Sagrada Família",2230,"Nou"
"2021","1","2","Eixample","7","la Dreta de l'Eixample",8111,"Nou"
"2021","1","2","Eixample","8","l'Antiga Esquerra de l'Eixample",6806,"Nou"
"2021","1","2","Eixample","9","la Nova Esquerra de l'Eixample",3158,"Nou"
"2021","1","3","Sants-Montjuïc","11","el Poble Sec",3627,"Nou"
"2021","1","3","Sants-Montjuïc","17","Sants - Badal",3818,"Nou"
"2021","1","3","Sants-Montjuïc","18","Sants",5226,"Nou"
"2021","1","4","Les Corts","19","les Corts",5320,"Nou"
"2021","1","5","Sarrià-Sant Gervasi","23","Sarrià",4789,"Nou"
"2021","1","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",4934,"Nou"
"2021","1","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",6426,"Nou"
"2021","1","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",6242,"Nou"
"2021","1","6","Gràcia","28","Vallcarca i els Penitents",4180,"Nou"
"2021","1","6","Gràcia","31","la Vila de Gràcia",5266,"Nou"
"2021","1","7","Horta-Guinardó","35","el Guinardó",1849,"Nou"
"2021","1","7","Horta-Guinardó","37","el Carmel",2228,"Nou"
"2021","1","7","Horta-Guinardó","38","la Teixonera",3377,"Nou"
"2021","1","7","Horta-Guinardó","43","Horta",3832,"Nou"
"2021","1","8","Nou Barris","44","Vilapicina i la Torre Llobeta",5035,"Nou"
"2021","1","9","Sant Andreu","60","Sant Andreu",4908,"Nou"
"2021","1","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",2280,"Nou"
"2021","1","10","Sant Martí","70","el Besòs i el Maresme",2553,"Nou"
"2021","1","10","Sant Martí","71","Provençals del Poblenou",3356,"Nou"
"2021","1","1","Ciutat Vella","1","el Raval",2934,"Usat"
"2021","1","1","Ciutat Vella","2","el Barri Gòtic",3541,"Usat"
"2021","1","1","Ciutat Vella","3","la Barceloneta",4220,"Usat"
"2021","1","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",3804,"Usat"
"2021","1","2","Eixample","5","el Fort Pienc",3749,"Usat"
"2021","1","2","Eixample","6","la Sagrada Família",4148,"Usat"
"2021","1","2","Eixample","7","la Dreta de l'Eixample",5959,"Usat"
"2021","1","2","Eixample","8","l'Antiga Esquerra de l'Eixample",4604,"Usat"
"2021","1","2","Eixample","9","la Nova Esquerra de l'Eixample",4369,"Usat"
"2021","1","2","Eixample","10","Sant Antoni",4206,"Usat"
"2021","1","3","Sants-Montjuïc","11","el Poble Sec",4270,"Usat"
"2021","1","3","Sants-Montjuïc","12","la Marina del Prat Vermell",3524,"Usat"
"2021","1","3","Sants-Montjuïc","13","la Marina de Port",2921,"Usat"
"2021","1","3","Sants-Montjuïc","14","la Font de la Guatlla",3809,"Usat"
"2021","1","3","Sants-Montjuïc","15","Hostafrancs",4171,"Usat"
"2021","1","3","Sants-Montjuïc","16","la Bordeta",2618,"Usat"
"2021","1","3","Sants-Montjuïc","17","Sants - Badal",3530,"Usat"
"2021","1","3","Sants-Montjuïc","18","Sants",3698,"Usat"
"2021","1","4","Les Corts","19","les Corts",4977,"Usat"
"2021","1","4","Les Corts","20","la Maternitat i Sant Ramon",3827,"Usat"
"2021","1","4","Les Corts","21","Pedralbes",5923,"Usat"
"2021","1","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",3419,"Usat"
"2021","1","5","Sarrià-Sant Gervasi","23","Sarrià",5299,"Usat"
"2021","1","5","Sarrià-Sant Gervasi","24","les Tres Torres",5623,"Usat"
"2021","1","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",6602,"Usat"
"2021","1","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",7181,"Usat"
"2021","1","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",4898,"Usat"
"2021","1","6","Gràcia","28","Vallcarca i els Penitents",4043,"Usat"
"2021","1","6","Gràcia","29","el Coll",2775,"Usat"
"2021","1","6","Gràcia","30","la Salut",4083,"Usat"
"2021","1","6","Gràcia","31","la Vila de Gràcia",4388,"Usat"
"2021","1","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4515,"Usat"
"2021","1","7","Horta-Guinardó","33","el Baix Guinardó",2654,"Usat"
"2021","1","7","Horta-Guinardó","34","Can Baró",3105,"Usat"
"2021","1","7","Horta-Guinardó","35","el Guinardó",3591,"Usat"
"2021","1","7","Horta-Guinardó","36","la Font d'en Fargues",4086,"Usat"
"2021","1","7","Horta-Guinardó","37","el Carmel",2484,"Usat"
"2021","1","7","Horta-Guinardó","38","la Teixonera",2255,"Usat"
"2021","1","7","Horta-Guinardó","39","Sant Genís dels Agudells",2201,"Usat"
"2021","1","7","Horta-Guinardó","40","Montbau",2635,"Usat"
"2021","1","7","Horta-Guinardó","41","la Vall d'Hebron",3742,"Usat"
"2021","1","7","Horta-Guinardó","43","Horta",3426,"Usat"
"2021","1","8","Nou Barris","44","Vilapicina i la Torre Llobeta",3198,"Usat"
"2021","1","8","Nou Barris","45","Porta",2562,"Usat"
"2021","1","8","Nou Barris","46","el Turó de la Peira",2188,"Usat"
"2021","1","8","Nou Barris","47","Can Peguera",2905,"Usat"
"2021","1","8","Nou Barris","48","la Guineueta",2412,"Usat"
"2021","1","8","Nou Barris","49","Canyelles",2775,"Usat"
"2021","1","8","Nou Barris","50","les Roquetes",2339,"Usat"
"2021","1","8","Nou Barris","51","Verdun",1925,"Usat"
"2021","1","8","Nou Barris","52","la Prosperitat",2683,"Usat"
"2021","1","8","Nou Barris","53","la Trinitat Nova",1909,"Usat"
"2021","1","8","Nou Barris","54","Torre Baró",2508,"Usat"
"2021","1","8","Nou Barris","55","Ciutat Meridiana",859,"Usat"
"2021","1","9","Sant Andreu","59","el Bon Pastor",2056,"Usat"
"2021","1","9","Sant Andreu","60","Sant Andreu",3555,"Usat"
"2021","1","9","Sant Andreu","61","la Sagrera",3852,"Usat"
"2021","1","9","Sant Andreu","62","el Congrés i els Indians",4617,"Usat"
"2021","1","9","Sant Andreu","63","Navas",3668,"Usat"
"2021","1","10","Sant Martí","64","el Camp de l'Arpa del Clot",3300,"Usat"
"2021","1","10","Sant Martí","65","el Clot",3630,"Usat"
"2021","1","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",4040,"Usat"
"2021","1","10","Sant Martí","67","la Vila Olímpica del Poblenou",4684,"Usat"
"2021","1","10","Sant Martí","68","el Poblenou",4496,"Usat"
"2021","1","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",4221,"Usat"
"2021","1","10","Sant Martí","70","el Besòs i el Maresme",2227,"Usat"
"2021","1","10","Sant Martí","71","Provençals del Poblenou",3252,"Usat"
"2021","1","10","Sant Martí","72","Sant Martí de Provençals",2829,"Usat"
"2021","1","10","Sant Martí","73","la Verneda i la Pau",2169,"Usat"
"2021","2","1","Ciutat Vella","1","el Raval",3358,"Total"
"2021","2","1","Ciutat Vella","2","el Barri Gòtic",4513,"Total"
"2021","2","1","Ciutat Vella","3","la Barceloneta",4266,"Total"
"2021","2","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",3818,"Total"
"2021","2","2","Eixample","5","el Fort Pienc",4230,"Total"
"2021","2","2","Eixample","6","la Sagrada Família",4111,"Total"
"2021","2","2","Eixample","7","la Dreta de l'Eixample",4718,"Total"
"2021","2","2","Eixample","8","l'Antiga Esquerra de l'Eixample",4668,"Total"
"2021","2","2","Eixample","9","la Nova Esquerra de l'Eixample",4472,"Total"
"2021","2","2","Eixample","10","Sant Antoni",4185,"Total"
"2021","2","3","Sants-Montjuïc","11","el Poble Sec",5357,"Total"
"2021","2","3","Sants-Montjuïc","12","la Marina del Prat Vermell",2025,"Total"
"2021","2","3","Sants-Montjuïc","13","la Marina de Port",3759,"Total"
"2021","2","3","Sants-Montjuïc","14","la Font de la Guatlla",3374,"Total"
"2021","2","3","Sants-Montjuïc","15","Hostafrancs",4662,"Total"
"2021","2","3","Sants-Montjuïc","16","la Bordeta",3217,"Total"
"2021","2","3","Sants-Montjuïc","17","Sants - Badal",3211,"Total"
"2021","2","3","Sants-Montjuïc","18","Sants",3766,"Total"
