"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Valor"
"2020","2","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",420
"2020","2","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",377
"2020","2","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",661
"2020","2","6","Gràcia","29","el Coll",328
"2020","2","6","Gràcia","31","la Vila de Gràcia",779
"2020","2","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",793
"2020","2","7","Horta-Guinardó","37","el Carmel",139
"2020","2","7","Horta-Guinardó","38","la Teixonera",178
"2020","2","7","Horta-Guinardó","39","Sant Genís dels Agudells",47
"2020","2","7","Horta-Guinardó","41","la Vall d'Hebron",180
"2020","2","7","Horta-Guinardó","43","Horta",324
"2020","2","9","Sant Andreu","60","Sant Andreu",302
"2020","2","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",342
"2020","2","10","Sant Martí","68","el Poblenou",457
"2020","2","10","Sant Martí","71","Provençals del Poblenou",205
"2020","2","1","Ciutat Vella","1","el Raval",212
"2020","2","1","Ciutat Vella","2","el Barri Gòtic",421
"2020","2","1","Ciutat Vella","3","la Barceloneta",247
"2020","2","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",330
"2020","2","2","Eixample","5","el Fort Pienc",319
"2020","2","2","Eixample","6","la Sagrada Família",288
"2020","2","2","Eixample","7","la Dreta de l'Eixample",658
"2020","2","2","Eixample","8","l'Antiga Esquerra de l'Eixample",472
"2020","2","2","Eixample","9","la Nova Esquerra de l'Eixample",387
"2020","2","2","Eixample","10","Sant Antoni",376
"2020","2","3","Sants-Montjuïc","11","el Poble Sec",225
"2020","2","3","Sants-Montjuïc","12","la Marina del Prat Vermell",235
"2020","2","3","Sants-Montjuïc","13","la Marina de Port",221
"2020","2","3","Sants-Montjuïc","14","la Font de la Guatlla",238
"2020","2","3","Sants-Montjuïc","15","Hostafrancs",312
"2020","2","3","Sants-Montjuïc","16","la Bordeta",316
"2020","2","3","Sants-Montjuïc","17","Sants - Badal",209
"2020","2","3","Sants-Montjuïc","18","Sants",288
"2020","2","4","Les Corts","19","les Corts",388
"2020","2","4","Les Corts","20","la Maternitat i Sant Ramon",377
"2020","2","4","Les Corts","21","Pedralbes",1324
"2020","2","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",402
"2020","2","5","Sarrià-Sant Gervasi","23","Sarrià",642
"2020","2","5","Sarrià-Sant Gervasi","24","les Tres Torres",940
"2020","2","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",726
"2020","2","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",859
"2020","2","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",425
"2020","2","6","Gràcia","28","Vallcarca i els Penitents",319
"2020","2","6","Gràcia","29","el Coll",214
"2020","2","6","Gràcia","30","la Salut",370
"2020","2","6","Gràcia","31","la Vila de Gràcia",314
"2020","2","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",304
"2020","2","7","Horta-Guinardó","33","el Baix Guinardó",259
"2020","2","7","Horta-Guinardó","34","Can Baró",199
"2020","2","7","Horta-Guinardó","35","el Guinardó",222
"2020","2","7","Horta-Guinardó","36","la Font d'en Fargues",309
"2020","2","7","Horta-Guinardó","37","el Carmel",176
"2020","2","7","Horta-Guinardó","38","la Teixonera",177
"2020","2","7","Horta-Guinardó","39","Sant Genís dels Agudells",162
"2020","2","7","Horta-Guinardó","40","Montbau",155
"2020","2","7","Horta-Guinardó","43","Horta",257
"2020","2","8","Nou Barris","44","Vilapicina i la Torre Llobeta",221
"2020","2","8","Nou Barris","45","Porta",170
"2020","2","8","Nou Barris","46","el Turó de la Peira",156
"2020","2","8","Nou Barris","48","la Guineueta",212
"2020","2","8","Nou Barris","49","Canyelles",165
"2020","2","8","Nou Barris","50","les Roquetes",138
"2020","2","8","Nou Barris","51","Verdun",175
"2020","2","8","Nou Barris","52","la Prosperitat",165
"2020","2","8","Nou Barris","53","la Trinitat Nova",105
"2020","2","8","Nou Barris","55","Ciutat Meridiana",75
"2020","2","9","Sant Andreu","57","la Trinitat Vella",79
"2020","2","9","Sant Andreu","59","el Bon Pastor",186
"2020","2","9","Sant Andreu","60","Sant Andreu",222
"2020","2","9","Sant Andreu","61","la Sagrera",227
"2020","2","9","Sant Andreu","62","el Congrés i els Indians",267
"2020","2","9","Sant Andreu","63","Navas",223
"2020","2","10","Sant Martí","64","el Camp de l'Arpa del Clot",254
"2020","2","10","Sant Martí","65","el Clot",265
"2020","2","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",291
"2020","2","10","Sant Martí","67","la Vila Olímpica del Poblenou",596
"2020","2","10","Sant Martí","68","el Poblenou",290
"2020","2","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",389
"2020","2","10","Sant Martí","70","el Besòs i el Maresme",144
"2020","2","10","Sant Martí","71","Provençals del Poblenou",265
"2020","2","10","Sant Martí","72","Sant Martí de Provençals",156
"2020","2","10","Sant Martí","73","la Verneda i la Pau",173
"2020","3","1","Ciutat Vella","1","el Raval",207
"2020","3","1","Ciutat Vella","2","el Barri Gòtic",336
"2020","3","1","Ciutat Vella","3","la Barceloneta",174
"2020","3","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",383
"2020","3","2","Eixample","5","el Fort Pienc",285
"2020","3","2","Eixample","6","la Sagrada Família",315
"2020","3","2","Eixample","7","la Dreta de l'Eixample",592
"2020","3","2","Eixample","8","l'Antiga Esquerra de l'Eixample",616
"2020","3","2","Eixample","9","la Nova Esquerra de l'Eixample",329
"2020","3","2","Eixample","10","Sant Antoni",349
"2020","3","3","Sants-Montjuïc","11","el Poble Sec",216
"2020","3","3","Sants-Montjuïc","12","la Marina del Prat Vermell",164
"2020","3","3","Sants-Montjuïc","13","la Marina de Port",231
"2020","3","3","Sants-Montjuïc","14","la Font de la Guatlla",244
"2020","3","3","Sants-Montjuïc","15","Hostafrancs",224
"2020","3","3","Sants-Montjuïc","16","la Bordeta",335
"2020","3","3","Sants-Montjuïc","17","Sants - Badal",238
"2020","3","3","Sants-Montjuïc","18","Sants",257
"2020","3","4","Les Corts","19","les Corts",489
"2020","3","4","Les Corts","20","la Maternitat i Sant Ramon",343
"2020","3","4","Les Corts","21","Pedralbes",691
"2020","3","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",468
"2020","3","5","Sarrià-Sant Gervasi","23","Sarrià",909
"2020","3","5","Sarrià-Sant Gervasi","24","les Tres Torres",700
"2020","3","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",797
"2020","3","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",796
"2020","3","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",448
"2020","3","6","Gràcia","28","Vallcarca i els Penitents",334
"2020","3","6","Gràcia","29","el Coll",226
"2020","3","6","Gràcia","30","la Salut",385
"2020","3","6","Gràcia","31","la Vila de Gràcia",360
"2020","3","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",381
"2020","3","7","Horta-Guinardó","33","el Baix Guinardó",298
"2020","3","7","Horta-Guinardó","34","Can Baró",204
"2020","3","7","Horta-Guinardó","35","el Guinardó",266
"2020","3","7","Horta-Guinardó","36","la Font d'en Fargues",271
"2020","3","7","Horta-Guinardó","37","el Carmel",175
"2020","3","7","Horta-Guinardó","38","la Teixonera",165
"2020","3","7","Horta-Guinardó","39","Sant Genís dels Agudells",137
"2020","3","7","Horta-Guinardó","40","Montbau",105
"2020","3","7","Horta-Guinardó","41","la Vall d'Hebron",198
"2020","3","7","Horta-Guinardó","43","Horta",250
"2020","3","8","Nou Barris","44","Vilapicina i la Torre Llobeta",171
"2020","3","8","Nou Barris","45","Porta",166
"2020","3","8","Nou Barris","46","el Turó de la Peira",173
"2020","3","8","Nou Barris","48","la Guineueta",144
"2020","3","8","Nou Barris","49","Canyelles",200
"2020","3","8","Nou Barris","50","les Roquetes",105
"2020","3","8","Nou Barris","51","Verdun",132
"2020","3","8","Nou Barris","52","la Prosperitat",146
"2020","3","8","Nou Barris","53","la Trinitat Nova",103
"2020","3","8","Nou Barris","55","Ciutat Meridiana",40
"2020","3","8","Nou Barris","56","Vallbona",145
"2020","3","9","Sant Andreu","59","el Bon Pastor",164
"2020","3","9","Sant Andreu","60","Sant Andreu",251
"2020","3","9","Sant Andreu","61","la Sagrera",372
"2020","3","9","Sant Andreu","62","el Congrés i els Indians",440
"2020","3","9","Sant Andreu","63","Navas",275
"2020","3","10","Sant Martí","64","el Camp de l'Arpa del Clot",241
"2020","3","10","Sant Martí","65","el Clot",250
"2020","3","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",302
"2020","3","10","Sant Martí","67","la Vila Olímpica del Poblenou",627
"2020","3","10","Sant Martí","68","el Poblenou",339
"2020","3","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",423
"2020","3","10","Sant Martí","70","el Besòs i el Maresme",145
"2020","3","10","Sant Martí","71","Provençals del Poblenou",219
"2020","3","10","Sant Martí","72","Sant Martí de Provençals",189
"2020","3","10","Sant Martí","73","la Verneda i la Pau",181
"2020","3","1","Ciutat Vella","1","el Raval",287
"2020","3","1","Ciutat Vella","2","el Barri Gòtic",198
"2020","3","1","Ciutat Vella","3","la Barceloneta",166
"2020","3","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",779
"2020","3","2","Eixample","5","el Fort Pienc",390
"2020","3","2","Eixample","7","la Dreta de l'Eixample",1490
"2020","3","2","Eixample","8","l'Antiga Esquerra de l'Eixample",947
"2020","3","2","Eixample","9","la Nova Esquerra de l'Eixample",359
"2020","3","2","Eixample","10","Sant Antoni",200
"2020","3","3","Sants-Montjuïc","11","el Poble Sec",190
"2020","3","3","Sants-Montjuïc","13","la Marina de Port",120
"2020","3","3","Sants-Montjuïc","15","Hostafrancs",275
"2020","3","3","Sants-Montjuïc","18","Sants",230
"2020","3","4","Les Corts","19","les Corts",515
"2020","3","5","Sarrià-Sant Gervasi","23","Sarrià",3246
"2020","3","5","Sarrià-Sant Gervasi","24","les Tres Torres",433
"2020","3","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",663
"2020","3","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",670
"2020","3","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",562
"2020","3","6","Gràcia","28","Vallcarca i els Penitents",406
"2020","3","6","Gràcia","29","el Coll",238
"2020","3","6","Gràcia","31","la Vila de Gràcia",358
"2020","3","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",1000
"2020","3","7","Horta-Guinardó","37","el Carmel",196
"2020","3","7","Horta-Guinardó","38","la Teixonera",120
"2020","3","7","Horta-Guinardó","39","Sant Genís dels Agudells",103
"2020","3","7","Horta-Guinardó","43","Horta",252
"2020","3","8","Nou Barris","45","Porta",255
"2020","3","9","Sant Andreu","60","Sant Andreu",373
"2020","3","10","Sant Martí","68","el Poblenou",447
"2020","3","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",240
"2020","3","10","Sant Martí","71","Provençals del Poblenou",284
"2020","3","1","Ciutat Vella","1","el Raval",192
"2020","3","1","Ciutat Vella","2","el Barri Gòtic",364
"2020","3","1","Ciutat Vella","3","la Barceloneta",175
"2020","3","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",313
"2020","3","2","Eixample","5","el Fort Pienc",281
"2020","3","2","Eixample","6","la Sagrada Família",315
"2020","3","2","Eixample","7","la Dreta de l'Eixample",572
"2020","3","2","Eixample","8","l'Antiga Esquerra de l'Eixample",506
"2020","3","2","Eixample","9","la Nova Esquerra de l'Eixample",322
"2020","3","2","Eixample","10","Sant Antoni",355
"2020","3","3","Sants-Montjuïc","11","el Poble Sec",220
"2020","3","3","Sants-Montjuïc","12","la Marina del Prat Vermell",164
"2020","3","3","Sants-Montjuïc","13","la Marina de Port",238
"2020","3","3","Sants-Montjuïc","14","la Font de la Guatlla",244
"2020","3","3","Sants-Montjuïc","15","Hostafrancs",218
"2020","3","3","Sants-Montjuïc","16","la Bordeta",335
"2020","3","3","Sants-Montjuïc","17","Sants - Badal",238
"2020","3","3","Sants-Montjuïc","18","Sants",261
"2020","3","4","Les Corts","19","les Corts",477
"2020","3","4","Les Corts","20","la Maternitat i Sant Ramon",343
"2020","3","4","Les Corts","21","Pedralbes",691
"2020","3","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",468
"2020","3","5","Sarrià-Sant Gervasi","23","Sarrià",797
"2020","3","5","Sarrià-Sant Gervasi","24","les Tres Torres",747
"2020","3","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",821
"2020","3","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",837
"2020","3","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",422
"2020","3","6","Gràcia","28","Vallcarca i els Penitents",310
"2020","3","6","Gràcia","29","el Coll",201
"2020","3","6","Gràcia","30","la Salut",385
"2020","3","6","Gràcia","31","la Vila de Gràcia",360
"2020","3","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",366
"2020","3","7","Horta-Guinardó","33","el Baix Guinardó",298
"2020","3","7","Horta-Guinardó","34","Can Baró",204
"2020","3","7","Horta-Guinardó","35","el Guinardó",266
"2020","3","7","Horta-Guinardó","36","la Font d'en Fargues",271
"2020","3","7","Horta-Guinardó","37","el Carmel",162
"2020","3","7","Horta-Guinardó","38","la Teixonera",169
"2020","3","7","Horta-Guinardó","39","Sant Genís dels Agudells",155
"2020","3","7","Horta-Guinardó","40","Montbau",105
"2020","3","7","Horta-Guinardó","41","la Vall d'Hebron",198
"2020","3","7","Horta-Guinardó","43","Horta",250
"2020","3","8","Nou Barris","44","Vilapicina i la Torre Llobeta",171
"2020","3","8","Nou Barris","45","Porta",156
"2020","3","8","Nou Barris","46","el Turó de la Peira",173
"2020","3","8","Nou Barris","48","la Guineueta",144
"2020","3","8","Nou Barris","49","Canyelles",200
"2020","3","8","Nou Barris","50","les Roquetes",105
"2020","3","8","Nou Barris","51","Verdun",132
"2020","3","8","Nou Barris","52","la Prosperitat",146
"2020","3","8","Nou Barris","53","la Trinitat Nova",103
"2020","3","8","Nou Barris","55","Ciutat Meridiana",40
"2020","3","8","Nou Barris","56","Vallbona",145
"2020","3","9","Sant Andreu","59","el Bon Pastor",164
"2020","3","9","Sant Andreu","60","Sant Andreu",237
"2020","3","9","Sant Andreu","61","la Sagrera",372
"2020","3","9","Sant Andreu","62","el Congrés i els Indians",440
"2020","3","9","Sant Andreu","63","Navas",275
"2020","3","10","Sant Martí","64","el Camp de l'Arpa del Clot",241
"2020","3","10","Sant Martí","65","el Clot",250
"2020","3","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",302
"2020","3","10","Sant Martí","67","la Vila Olímpica del Poblenou",627
"2020","3","10","Sant Martí","68","el Poblenou",298
"2020","3","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",466
"2020","3","10","Sant Martí","70","el Besòs i el Maresme",145
"2020","3","10","Sant Martí","71","Provençals del Poblenou",178
"2020","3","10","Sant Martí","72","Sant Martí de Provençals",189
"2020","3","10","Sant Martí","73","la Verneda i la Pau",181
"2020","4","1","Ciutat Vella","1","el Raval",208
"2020","4","1","Ciutat Vella","2","el Barri Gòtic",346
"2020","4","1","Ciutat Vella","3","la Barceloneta",189
"2020","4","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",261
"2020","4","2","Eixample","5","el Fort Pienc",318
"2020","4","2","Eixample","6","la Sagrada Família",270
"2020","4","2","Eixample","7","la Dreta de l'Eixample",743
"2020","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",456
"2020","4","2","Eixample","9","la Nova Esquerra de l'Eixample",304
"2020","4","2","Eixample","10","Sant Antoni",364
"2020","4","3","Sants-Montjuïc","11","el Poble Sec",258
"2020","4","3","Sants-Montjuïc","12","la Marina del Prat Vermell",169
"2020","4","3","Sants-Montjuïc","13","la Marina de Port",192
"2020","4","3","Sants-Montjuïc","14","la Font de la Guatlla",211
"2020","4","3","Sants-Montjuïc","15","Hostafrancs",244
"2020","4","3","Sants-Montjuïc","16","la Bordeta",359
"2020","4","3","Sants-Montjuïc","17","Sants - Badal",287
"2020","4","3","Sants-Montjuïc","18","Sants",298
"2020","4","4","Les Corts","19","les Corts",414
"2020","4","4","Les Corts","20","la Maternitat i Sant Ramon",366
"2020","4","4","Les Corts","21","Pedralbes",1044
"2020","4","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",544
"2020","4","5","Sarrià-Sant Gervasi","23","Sarrià",803
"2020","4","5","Sarrià-Sant Gervasi","24","les Tres Torres",776
"2020","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",702
"2020","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",833
"2020","4","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",451
"2020","4","6","Gràcia","28","Vallcarca i els Penitents",331
"2020","4","6","Gràcia","29","el Coll",217
"2020","4","6","Gràcia","30","la Salut",357
"2020","4","6","Gràcia","31","la Vila de Gràcia",342
"2020","4","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",306
"2020","4","7","Horta-Guinardó","33","el Baix Guinardó",258
"2020","4","7","Horta-Guinardó","34","Can Baró",273
"2020","4","7","Horta-Guinardó","35","el Guinardó",207
"2020","4","7","Horta-Guinardó","36","la Font d'en Fargues",345
"2020","4","7","Horta-Guinardó","37","el Carmel",170
"2020","4","7","Horta-Guinardó","38","la Teixonera",219
"2020","4","7","Horta-Guinardó","39","Sant Genís dels Agudells",294
"2020","4","7","Horta-Guinardó","40","Montbau",174
"2020","4","7","Horta-Guinardó","41","la Vall d'Hebron",208
"2020","4","7","Horta-Guinardó","43","Horta",293
"2020","4","8","Nou Barris","44","Vilapicina i la Torre Llobeta",220
"2020","4","8","Nou Barris","45","Porta",216
"2020","4","8","Nou Barris","46","el Turó de la Peira",128
"2020","4","8","Nou Barris","48","la Guineueta",223
"2020","4","8","Nou Barris","49","Canyelles",211
"2020","4","8","Nou Barris","50","les Roquetes",152
"2020","4","8","Nou Barris","51","Verdun",96
"2020","4","8","Nou Barris","52","la Prosperitat",143
"2020","4","8","Nou Barris","53","la Trinitat Nova",69
"2020","4","8","Nou Barris","55","Ciutat Meridiana",102
"2020","4","9","Sant Andreu","57","la Trinitat Vella",130
"2020","4","9","Sant Andreu","59","el Bon Pastor",163
"2020","4","9","Sant Andreu","60","Sant Andreu",377
"2020","4","9","Sant Andreu","61","la Sagrera",298
"2020","4","9","Sant Andreu","62","el Congrés i els Indians",633
"2020","4","9","Sant Andreu","63","Navas",374
"2020","4","10","Sant Martí","64","el Camp de l'Arpa del Clot",248
"2020","4","10","Sant Martí","65","el Clot",288
"2020","4","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",323
"2020","4","10","Sant Martí","67","la Vila Olímpica del Poblenou",514
"2020","4","10","Sant Martí","68","el Poblenou",361
"2020","4","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",613
"2020","4","10","Sant Martí","70","el Besòs i el Maresme",150
"2020","4","10","Sant Martí","71","Provençals del Poblenou",217
"2020","4","10","Sant Martí","72","Sant Martí de Provençals",188
"2020","4","10","Sant Martí","73","la Verneda i la Pau",175
"2020","4","1","Ciutat Vella","3","la Barceloneta",147
"2020","4","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",435
"2020","4","2","Eixample","5","el Fort Pienc",355
"2020","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",816
"2020","4","2","Eixample","9","la Nova Esquerra de l'Eixample",292
"2020","4","3","Sants-Montjuïc","11","el Poble Sec",290
"2020","4","3","Sants-Montjuïc","15","Hostafrancs",228
"2020","4","3","Sants-Montjuïc","17","Sants - Badal",308
"2020","4","3","Sants-Montjuïc","18","Sants",338
"2020","4","4","Les Corts","19","les Corts",419
"2020","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",586
"2020","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",822
"2020","4","6","Gràcia","28","Vallcarca i els Penitents",450
"2020","4","6","Gràcia","29","el Coll",271
"2020","4","6","Gràcia","31","la Vila de Gràcia",450
"2020","4","7","Horta-Guinardó","37","el Carmel",183
"2020","4","7","Horta-Guinardó","43","Horta",430
"2020","4","9","Sant Andreu","60","Sant Andreu",418
"2020","4","9","Sant Andreu","62","el Congrés i els Indians",937
"2020","4","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",482
"2020","4","10","Sant Martí","68","el Poblenou",395
"2020","4","10","Sant Martí","70","el Besòs i el Maresme",159
"2020","4","10","Sant Martí","71","Provençals del Poblenou",221
"2020","4","1","Ciutat Vella","1","el Raval",207
"2020","4","1","Ciutat Vella","2","el Barri Gòtic",350
"2020","4","1","Ciutat Vella","3","la Barceloneta",192
"2020","4","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",247
"2020","4","2","Eixample","5","el Fort Pienc",313
"2020","4","2","Eixample","6","la Sagrada Família",270
"2020","4","2","Eixample","7","la Dreta de l'Eixample",722
"2020","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",422
"2020","4","2","Eixample","9","la Nova Esquerra de l'Eixample",306
"2020","4","2","Eixample","10","Sant Antoni",364
"2020","4","3","Sants-Montjuïc","11","el Poble Sec",252
"2020","4","3","Sants-Montjuïc","12","la Marina del Prat Vermell",169
"2020","4","3","Sants-Montjuïc","13","la Marina de Port",192
"2020","4","3","Sants-Montjuïc","14","la Font de la Guatlla",211
"2020","4","3","Sants-Montjuïc","15","Hostafrancs",250
"2020","4","3","Sants-Montjuïc","16","la Bordeta",392
"2020","4","3","Sants-Montjuïc","17","Sants - Badal",267
"2020","4","3","Sants-Montjuïc","18","Sants",295
"2020","4","4","Les Corts","19","les Corts",413
"2020","4","4","Les Corts","20","la Maternitat i Sant Ramon",366
"2020","4","4","Les Corts","21","Pedralbes",1044
"2020","4","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",864
"2020","4","5","Sarrià-Sant Gervasi","23","Sarrià",703
"2020","4","5","Sarrià-Sant Gervasi","24","les Tres Torres",776
"2020","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",727
"2020","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",837
"2020","4","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",431
"2020","4","6","Gràcia","28","Vallcarca i els Penitents",309
"2020","4","6","Gràcia","29","el Coll",199
"2020","4","6","Gràcia","30","la Salut",357
"2020","4","6","Gràcia","31","la Vila de Gràcia",326
"2020","4","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",306
"2020","4","7","Horta-Guinardó","33","el Baix Guinardó",258
"2020","4","7","Horta-Guinardó","34","Can Baró",273
"2020","4","7","Horta-Guinardó","35","el Guinardó",207
"2020","4","7","Horta-Guinardó","36","la Font d'en Fargues",345
"2020","4","7","Horta-Guinardó","37","el Carmel",159
"2020","4","7","Horta-Guinardó","38","la Teixonera",219
"2020","4","7","Horta-Guinardó","39","Sant Genís dels Agudells",294
"2020","4","7","Horta-Guinardó","40","Montbau",174
"2020","4","7","Horta-Guinardó","41","la Vall d'Hebron",208
"2020","4","7","Horta-Guinardó","43","Horta",207
"2020","4","8","Nou Barris","44","Vilapicina i la Torre Llobeta",218
"2020","4","8","Nou Barris","45","Porta",216
"2020","4","8","Nou Barris","46","el Turó de la Peira",128
"2020","4","8","Nou Barris","48","la Guineueta",223
"2020","4","8","Nou Barris","49","Canyelles",211
"2020","4","8","Nou Barris","50","les Roquetes",152
"2020","4","8","Nou Barris","51","Verdun",96
"2020","4","8","Nou Barris","52","la Prosperitat",133
"2020","4","8","Nou Barris","53","la Trinitat Nova",69
"2020","4","8","Nou Barris","55","Ciutat Meridiana",102
"2020","4","9","Sant Andreu","57","la Trinitat Vella",130
"2020","4","9","Sant Andreu","59","el Bon Pastor",163
"2020","4","9","Sant Andreu","60","Sant Andreu",220
"2020","4","9","Sant Andreu","61","la Sagrera",298
"2020","4","9","Sant Andreu","62","el Congrés i els Indians",329
"2020","4","9","Sant Andreu","63","Navas",374
"2020","4","10","Sant Martí","64","el Camp de l'Arpa del Clot",248
"2020","4","10","Sant Martí","65","el Clot",288
"2020","4","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",288
"2020","4","10","Sant Martí","67","la Vila Olímpica del Poblenou",546
"2020","4","10","Sant Martí","68","el Poblenou",352
"2020","4","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",613
"2020","4","10","Sant Martí","70","el Besòs i el Maresme",148
"2020","4","10","Sant Martí","71","Provençals del Poblenou",216
"2020","4","10","Sant Martí","72","Sant Martí de Provençals",188
"2020","4","10","Sant Martí","73","la Verneda i la Pau",175
"2021","1","1","Ciutat Vella","1","el Raval",167
"2021","1","1","Ciutat Vella","2","el Barri Gòtic",298
"2021","1","1","Ciutat Vella","3","la Barceloneta",184
"2021","1","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",254
"2021","1","2","Eixample","5","el Fort Pienc",301
"2021","1","2","Eixample","6","la Sagrada Família",306
"2021","1","2","Eixample","7","la Dreta de l'Eixample",661
"2021","1","2","Eixample","8","l'Antiga Esquerra de l'Eixample",429
"2021","1","2","Eixample","9","la Nova Esquerra de l'Eixample",334
"2021","1","2","Eixample","10","Sant Antoni",337
"2021","1","3","Sants-Montjuïc","11","el Poble Sec",248
"2021","1","3","Sants-Montjuïc","12","la Marina del Prat Vermell",274
"2021","1","3","Sants-Montjuïc","13","la Marina de Port",213
"2021","1","3","Sants-Montjuïc","14","la Font de la Guatlla",250
"2021","1","3","Sants-Montjuïc","15","Hostafrancs",258
"2021","1","3","Sants-Montjuïc","16","la Bordeta",209
"2021","1","3","Sants-Montjuïc","17","Sants - Badal",239
"2021","1","3","Sants-Montjuïc","18","Sants",276
"2021","1","4","Les Corts","19","les Corts",425
"2021","1","4","Les Corts","20","la Maternitat i Sant Ramon",343
"2021","1","4","Les Corts","21","Pedralbes",984
"2021","1","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",393
"2021","1","5","Sarrià-Sant Gervasi","23","Sarrià",576
"2021","1","5","Sarrià-Sant Gervasi","24","les Tres Torres",1005
"2021","1","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",863
"2021","1","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",923
"2021","1","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",443
"2021","1","6","Gràcia","28","Vallcarca i els Penitents",383
"2021","1","6","Gràcia","29","el Coll",207
"2021","1","6","Gràcia","30","la Salut",289
"2021","1","6","Gràcia","31","la Vila de Gràcia",345
"2021","1","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",364
"2021","1","7","Horta-Guinardó","33","el Baix Guinardó",217
"2021","1","7","Horta-Guinardó","34","Can Baró",224
"2021","1","7","Horta-Guinardó","35","el Guinardó",207
"2021","1","7","Horta-Guinardó","36","la Font d'en Fargues",358
"2021","1","7","Horta-Guinardó","37","el Carmel",136
"2021","1","7","Horta-Guinardó","38","la Teixonera",170
"2021","1","7","Horta-Guinardó","39","Sant Genís dels Agudells",156
"2021","1","7","Horta-Guinardó","40","Montbau",170
"2021","1","7","Horta-Guinardó","41","la Vall d'Hebron",236
"2021","1","7","Horta-Guinardó","43","Horta",260
"2021","1","8","Nou Barris","44","Vilapicina i la Torre Llobeta",227
