"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Valor"
"2019","3","7","Horta-Guinardó","33","el Baix Guinardó",338
"2019","3","7","Horta-Guinardó","34","Can Baró",175
"2019","3","7","Horta-Guinardó","35","el Guinardó",241
"2019","3","7","Horta-Guinardó","36","la Font d'en Fargues",239
"2019","3","7","Horta-Guinardó","37","el Carmel",141
"2019","3","7","Horta-Guinardó","38","la Teixonera",174
"2019","3","7","Horta-Guinardó","39","Sant Genís dels Agudells",110
"2019","3","7","Horta-Guinardó","40","Montbau",208
"2019","3","7","Horta-Guinardó","43","Horta",216
"2019","3","8","Nou Barris","44","Vilapicina i la Torre Llobeta",212
"2019","3","8","Nou Barris","45","Porta",184
"2019","3","8","Nou Barris","46","el Turó de la Peira",139
"2019","3","8","Nou Barris","48","la Guineueta",225
"2019","3","8","Nou Barris","49","Canyelles",170
"2019","3","8","Nou Barris","50","les Roquetes",223
"2019","3","8","Nou Barris","51","Verdun",133
"2019","3","8","Nou Barris","52","la Prosperitat",151
"2019","3","8","Nou Barris","53","la Trinitat Nova",91
"2019","3","8","Nou Barris","54","Torre Baró",151
"2019","3","8","Nou Barris","55","Ciutat Meridiana",71
"2019","3","9","Sant Andreu","57","la Trinitat Vella",317
"2019","3","9","Sant Andreu","59","el Bon Pastor",189
"2019","3","9","Sant Andreu","60","Sant Andreu",254
"2019","3","9","Sant Andreu","61","la Sagrera",271
"2019","3","9","Sant Andreu","62","el Congrés i els Indians",241
"2019","3","9","Sant Andreu","63","Navas",444
"2019","3","10","Sant Martí","64","el Camp de l'Arpa del Clot",323
"2019","3","10","Sant Martí","65","el Clot",322
"2019","3","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",208
"2019","3","10","Sant Martí","68","el Poblenou",313
"2019","3","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",551
"2019","3","10","Sant Martí","70","el Besòs i el Maresme",204
"2019","3","10","Sant Martí","71","Provençals del Poblenou",742
"2019","3","10","Sant Martí","72","Sant Martí de Provençals",354
"2019","3","10","Sant Martí","73","la Verneda i la Pau",180
"2019","4","1","Ciutat Vella","1","el Raval",191
"2019","4","1","Ciutat Vella","2","el Barri Gòtic",455
"2019","4","1","Ciutat Vella","3","la Barceloneta",268
"2019","4","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",336
"2019","4","2","Eixample","5","el Fort Pienc",473
"2019","4","2","Eixample","6","la Sagrada Família",286
"2019","4","2","Eixample","7","la Dreta de l'Eixample",497
"2019","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",504
"2019","4","2","Eixample","9","la Nova Esquerra de l'Eixample",296
"2019","4","2","Eixample","10","Sant Antoni",313
"2019","4","3","Sants-Montjuïc","11","el Poble Sec",309
"2019","4","3","Sants-Montjuïc","13","la Marina de Port",170
"2019","4","3","Sants-Montjuïc","14","la Font de la Guatlla",277
"2019","4","3","Sants-Montjuïc","15","Hostafrancs",252
"2019","4","3","Sants-Montjuïc","16","la Bordeta",173
"2019","4","3","Sants-Montjuïc","17","Sants - Badal",239
"2019","4","3","Sants-Montjuïc","18","Sants",266
"2019","4","4","Les Corts","19","les Corts",379
"2019","4","4","Les Corts","20","la Maternitat i Sant Ramon",335
"2019","4","4","Les Corts","21","Pedralbes",1534
"2019","4","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",619
"2019","4","5","Sarrià-Sant Gervasi","23","Sarrià",540
"2019","4","5","Sarrià-Sant Gervasi","24","les Tres Torres",919
"2019","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",535
"2019","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",607
"2019","4","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",473
"2019","4","6","Gràcia","28","Vallcarca i els Penitents",367
"2019","4","6","Gràcia","29","el Coll",205
"2019","4","6","Gràcia","30","la Salut",323
"2019","4","6","Gràcia","31","la Vila de Gràcia",516
"2019","4","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",459
"2019","4","7","Horta-Guinardó","33","el Baix Guinardó",219
"2019","4","7","Horta-Guinardó","34","Can Baró",223
"2019","4","7","Horta-Guinardó","35","el Guinardó",218
"2019","4","7","Horta-Guinardó","36","la Font d'en Fargues",336
"2019","4","7","Horta-Guinardó","37","el Carmel",191
"2019","4","7","Horta-Guinardó","38","la Teixonera",274
"2019","4","7","Horta-Guinardó","39","Sant Genís dels Agudells",253
"2019","4","7","Horta-Guinardó","40","Montbau",150
"2019","4","7","Horta-Guinardó","41","la Vall d'Hebron",170
"2019","4","7","Horta-Guinardó","43","Horta",277
"2019","4","8","Nou Barris","44","Vilapicina i la Torre Llobeta",191
"2019","4","8","Nou Barris","45","Porta",171
"2019","4","8","Nou Barris","46","el Turó de la Peira",187
"2019","4","8","Nou Barris","48","la Guineueta",199
"2019","4","8","Nou Barris","49","Canyelles",170
"2019","4","8","Nou Barris","50","les Roquetes",193
"2019","4","8","Nou Barris","51","Verdun",192
"2019","4","8","Nou Barris","52","la Prosperitat",126
"2019","4","8","Nou Barris","53","la Trinitat Nova",76
"2019","4","8","Nou Barris","55","Ciutat Meridiana",91
"2019","4","8","Nou Barris","56","Vallbona",140
"2019","4","9","Sant Andreu","57","la Trinitat Vella",233
"2019","4","9","Sant Andreu","59","el Bon Pastor",155
"2019","4","9","Sant Andreu","60","Sant Andreu",245
"2019","4","9","Sant Andreu","61","la Sagrera",258
"2019","4","9","Sant Andreu","62","el Congrés i els Indians",231
"2019","4","9","Sant Andreu","63","Navas",370
"2019","4","10","Sant Martí","64","el Camp de l'Arpa del Clot",295
"2019","4","10","Sant Martí","65","el Clot",347
"2019","4","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",197
"2019","4","10","Sant Martí","67","la Vila Olímpica del Poblenou",541
"2019","4","10","Sant Martí","68","el Poblenou",401
"2019","4","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",491
"2019","4","10","Sant Martí","70","el Besòs i el Maresme",253
"2019","4","10","Sant Martí","71","Provençals del Poblenou",174
"2019","4","10","Sant Martí","72","Sant Martí de Provençals",266
"2019","4","10","Sant Martí","73","la Verneda i la Pau",174
"2019","4","1","Ciutat Vella","2","el Barri Gòtic",946
"2019","4","1","Ciutat Vella","3","la Barceloneta",210
"2019","4","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",570
"2019","4","2","Eixample","7","la Dreta de l'Eixample",229
"2019","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",996
"2019","4","3","Sants-Montjuïc","15","Hostafrancs",105
"2019","4","3","Sants-Montjuïc","18","Sants",275
"2019","4","4","Les Corts","19","les Corts",466
"2019","4","4","Les Corts","21","Pedralbes",3001
"2019","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",513
"2019","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",715
"2019","4","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",763
"2019","4","6","Gràcia","28","Vallcarca i els Penitents",387
"2019","4","6","Gràcia","29","el Coll",268
"2019","4","6","Gràcia","31","la Vila de Gràcia",436
"2019","4","7","Horta-Guinardó","37","el Carmel",231
"2019","4","7","Horta-Guinardó","38","la Teixonera",315
"2019","4","7","Horta-Guinardó","39","Sant Genís dels Agudells",125
"2019","4","7","Horta-Guinardó","40","Montbau",141
"2019","4","7","Horta-Guinardó","43","Horta",271
"2019","4","8","Nou Barris","51","Verdun",278
"2019","4","9","Sant Andreu","60","Sant Andreu",359
"2019","4","10","Sant Martí","64","el Camp de l'Arpa del Clot",454
"2019","4","10","Sant Martí","65","el Clot",389
"2019","4","10","Sant Martí","68","el Poblenou",393
"2019","4","10","Sant Martí","70","el Besòs i el Maresme",480
"2019","4","10","Sant Martí","73","la Verneda i la Pau",178
"2019","4","1","Ciutat Vella","1","el Raval",186
"2019","4","1","Ciutat Vella","2","el Barri Gòtic",392
"2019","4","1","Ciutat Vella","3","la Barceloneta",276
"2019","4","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",323
"2019","4","2","Eixample","5","el Fort Pienc",432
"2019","4","2","Eixample","6","la Sagrada Família",286
"2019","4","2","Eixample","7","la Dreta de l'Eixample",519
"2019","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",373
"2019","4","2","Eixample","9","la Nova Esquerra de l'Eixample",302
"2019","4","2","Eixample","10","Sant Antoni",313
"2019","4","3","Sants-Montjuïc","11","el Poble Sec",309
"2019","4","3","Sants-Montjuïc","13","la Marina de Port",170
"2019","4","3","Sants-Montjuïc","14","la Font de la Guatlla",277
"2019","4","3","Sants-Montjuïc","15","Hostafrancs",258
"2019","4","3","Sants-Montjuïc","16","la Bordeta",173
"2019","4","3","Sants-Montjuïc","17","Sants - Badal",244
"2019","4","3","Sants-Montjuïc","18","Sants",264
"2019","4","4","Les Corts","19","les Corts",371
"2019","4","4","Les Corts","20","la Maternitat i Sant Ramon",335
"2019","4","4","Les Corts","21","Pedralbes",678
"2019","4","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",619
"2019","4","5","Sarrià-Sant Gervasi","23","Sarrià",497
"2019","4","5","Sarrià-Sant Gervasi","24","les Tres Torres",919
"2019","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",539
"2019","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",580
"2019","4","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",428
"2019","4","6","Gràcia","28","Vallcarca i els Penitents",357
"2019","4","6","Gràcia","29","el Coll",178
"2019","4","6","Gràcia","30","la Salut",323
"2019","4","6","Gràcia","31","la Vila de Gràcia",520
"2019","4","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",452
"2019","4","7","Horta-Guinardó","33","el Baix Guinardó",219
"2019","4","7","Horta-Guinardó","34","Can Baró",223
"2019","4","7","Horta-Guinardó","35","el Guinardó",218
"2019","4","7","Horta-Guinardó","36","la Font d'en Fargues",336
"2019","4","7","Horta-Guinardó","37","el Carmel",180
"2019","4","7","Horta-Guinardó","38","la Teixonera",211
"2019","4","7","Horta-Guinardó","39","Sant Genís dels Agudells",279
"2019","4","7","Horta-Guinardó","41","la Vall d'Hebron",170
"2019","4","7","Horta-Guinardó","43","Horta",279
"2019","4","8","Nou Barris","44","Vilapicina i la Torre Llobeta",191
"2019","4","8","Nou Barris","45","Porta",169
"2019","4","8","Nou Barris","46","el Turó de la Peira",187
"2019","4","8","Nou Barris","48","la Guineueta",199
"2019","4","8","Nou Barris","49","Canyelles",170
"2019","4","8","Nou Barris","50","les Roquetes",193
"2019","4","8","Nou Barris","51","Verdun",149
"2019","4","8","Nou Barris","52","la Prosperitat",126
"2019","4","8","Nou Barris","53","la Trinitat Nova",76
"2019","4","8","Nou Barris","55","Ciutat Meridiana",91
"2019","4","8","Nou Barris","56","Vallbona",140
"2019","4","9","Sant Andreu","57","la Trinitat Vella",233
"2019","4","9","Sant Andreu","59","el Bon Pastor",159
"2019","4","9","Sant Andreu","60","Sant Andreu",214
"2019","4","9","Sant Andreu","61","la Sagrera",258
"2019","4","9","Sant Andreu","62","el Congrés i els Indians",231
"2019","4","9","Sant Andreu","63","Navas",374
"2019","4","10","Sant Martí","64","el Camp de l'Arpa del Clot",279
"2019","4","10","Sant Martí","65","el Clot",345
"2019","4","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",198
"2019","4","10","Sant Martí","67","la Vila Olímpica del Poblenou",541
"2019","4","10","Sant Martí","68","el Poblenou",402
"2019","4","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",491
"2019","4","10","Sant Martí","70","el Besòs i el Maresme",218
"2019","4","10","Sant Martí","72","Sant Martí de Provençals",266
"2019","4","10","Sant Martí","73","la Verneda i la Pau",174
"2020","1","1","Ciutat Vella","1","el Raval",194
"2020","1","1","Ciutat Vella","2","el Barri Gòtic",377
"2020","1","1","Ciutat Vella","3","la Barceloneta",215
"2020","1","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",305
"2020","1","2","Eixample","5","el Fort Pienc",480
"2020","1","2","Eixample","6","la Sagrada Família",239
"2020","1","2","Eixample","7","la Dreta de l'Eixample",524
"2020","1","2","Eixample","8","l'Antiga Esquerra de l'Eixample",479
"2020","1","2","Eixample","9","la Nova Esquerra de l'Eixample",368
"2020","1","2","Eixample","10","Sant Antoni",355
"2020","1","3","Sants-Montjuïc","11","el Poble Sec",233
"2020","1","3","Sants-Montjuïc","12","la Marina del Prat Vermell",164
"2020","1","3","Sants-Montjuïc","13","la Marina de Port",183
"2020","1","3","Sants-Montjuïc","14","la Font de la Guatlla",230
"2020","1","3","Sants-Montjuïc","15","Hostafrancs",280
"2020","1","3","Sants-Montjuïc","16","la Bordeta",223
"2020","1","3","Sants-Montjuïc","17","Sants - Badal",251
"2020","1","3","Sants-Montjuïc","18","Sants",309
"2020","1","4","Les Corts","19","les Corts",409
"2020","1","4","Les Corts","20","la Maternitat i Sant Ramon",400
"2020","1","4","Les Corts","21","Pedralbes",1003
"2020","1","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",293
"2020","1","5","Sarrià-Sant Gervasi","23","Sarrià",680
"2020","1","5","Sarrià-Sant Gervasi","24","les Tres Torres",781
"2020","1","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",605
"2020","1","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",670
"2020","1","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",516
"2020","1","6","Gràcia","28","Vallcarca i els Penitents",351
"2020","1","6","Gràcia","29","el Coll",312
"2020","1","6","Gràcia","30","la Salut",334
"2020","1","6","Gràcia","31","la Vila de Gràcia",413
"2020","1","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",335
"2020","1","7","Horta-Guinardó","33","el Baix Guinardó",273
"2020","1","7","Horta-Guinardó","34","Can Baró",214
"2020","1","7","Horta-Guinardó","35","el Guinardó",247
"2020","1","7","Horta-Guinardó","36","la Font d'en Fargues",343
"2020","1","7","Horta-Guinardó","37","el Carmel",164
"2020","1","7","Horta-Guinardó","38","la Teixonera",160
"2020","1","7","Horta-Guinardó","39","Sant Genís dels Agudells",165
"2020","1","7","Horta-Guinardó","40","Montbau",193
"2020","1","7","Horta-Guinardó","41","la Vall d'Hebron",234
"2020","1","7","Horta-Guinardó","43","Horta",278
"2020","1","8","Nou Barris","44","Vilapicina i la Torre Llobeta",206
"2020","1","8","Nou Barris","45","Porta",223
"2020","1","8","Nou Barris","46","el Turó de la Peira",158
"2020","1","8","Nou Barris","47","Can Peguera",123
"2020","1","8","Nou Barris","48","la Guineueta",203
"2020","1","8","Nou Barris","49","Canyelles",180
"2020","1","8","Nou Barris","50","les Roquetes",173
"2020","1","8","Nou Barris","51","Verdun",177
"2020","1","8","Nou Barris","52","la Prosperitat",155
"2020","1","8","Nou Barris","53","la Trinitat Nova",99
"2020","1","8","Nou Barris","55","Ciutat Meridiana",104
"2020","1","9","Sant Andreu","57","la Trinitat Vella",180
"2020","1","9","Sant Andreu","58","Baró de Viver",262
"2020","1","9","Sant Andreu","59","el Bon Pastor",128
"2020","1","9","Sant Andreu","60","Sant Andreu",247
"2020","1","9","Sant Andreu","61","la Sagrera",257
"2020","1","9","Sant Andreu","62","el Congrés i els Indians",245
"2020","1","9","Sant Andreu","63","Navas",394
"2020","1","10","Sant Martí","64","el Camp de l'Arpa del Clot",339
"2020","1","10","Sant Martí","65","el Clot",418
"2020","1","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",438
"2020","1","10","Sant Martí","67","la Vila Olímpica del Poblenou",620
"2020","1","10","Sant Martí","68","el Poblenou",359
"2020","1","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",768
"2020","1","10","Sant Martí","70","el Besòs i el Maresme",203
"2020","1","10","Sant Martí","71","Provençals del Poblenou",307
"2020","1","10","Sant Martí","72","Sant Martí de Provençals",286
"2020","1","10","Sant Martí","73","la Verneda i la Pau",168
"2020","1","1","Ciutat Vella","2","el Barri Gòtic",531
"2020","1","1","Ciutat Vella","3","la Barceloneta",198
"2020","1","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",323
"2020","1","2","Eixample","5","el Fort Pienc",367
"2020","1","2","Eixample","7","la Dreta de l'Eixample",219
"2020","1","2","Eixample","8","l'Antiga Esquerra de l'Eixample",581
"2020","1","2","Eixample","9","la Nova Esquerra de l'Eixample",264
"2020","1","3","Sants-Montjuïc","14","la Font de la Guatlla",107
"2020","1","3","Sants-Montjuïc","15","Hostafrancs",195
"2020","1","3","Sants-Montjuïc","17","Sants - Badal",326
"2020","1","3","Sants-Montjuïc","18","Sants",413
"2020","1","4","Les Corts","19","les Corts",460
"2020","1","4","Les Corts","20","la Maternitat i Sant Ramon",396
"2020","1","4","Les Corts","21","Pedralbes",2127
"2020","1","5","Sarrià-Sant Gervasi","23","Sarrià",705
"2020","1","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",725
"2020","1","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",567
"2020","1","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",639
"2020","1","6","Gràcia","28","Vallcarca i els Penitents",249
"2020","1","6","Gràcia","29","el Coll",198
"2020","1","6","Gràcia","31","la Vila de Gràcia",436
"2020","1","7","Horta-Guinardó","35","el Guinardó",335
"2020","1","7","Horta-Guinardó","36","la Font d'en Fargues",400
"2020","1","7","Horta-Guinardó","37","el Carmel",193
"2020","1","7","Horta-Guinardó","38","la Teixonera",168
"2020","1","7","Horta-Guinardó","40","Montbau",179
"2020","1","7","Horta-Guinardó","41","la Vall d'Hebron",190
"2020","1","7","Horta-Guinardó","43","Horta",368
"2020","1","8","Nou Barris","51","Verdun",280
"2020","1","9","Sant Andreu","60","Sant Andreu",266
"2020","1","9","Sant Andreu","62","el Congrés i els Indians",230
"2020","1","9","Sant Andreu","63","Navas",560
"2020","1","10","Sant Martí","64","el Camp de l'Arpa del Clot",550
"2020","1","10","Sant Martí","65","el Clot",423
"2020","1","10","Sant Martí","68","el Poblenou",420
"2020","1","10","Sant Martí","70","el Besòs i el Maresme",539
"2020","1","10","Sant Martí","71","Provençals del Poblenou",228
"2020","1","10","Sant Martí","72","Sant Martí de Provençals",200
"2020","1","10","Sant Martí","73","la Verneda i la Pau",193
"2020","1","1","Ciutat Vella","1","el Raval",194
"2020","1","1","Ciutat Vella","2","el Barri Gòtic",367
"2020","1","1","Ciutat Vella","3","la Barceloneta",219
"2020","1","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",304
"2020","1","2","Eixample","5","el Fort Pienc",501
"2020","1","2","Eixample","6","la Sagrada Família",239
"2020","1","2","Eixample","7","la Dreta de l'Eixample",552
"2020","1","2","Eixample","8","l'Antiga Esquerra de l'Eixample",460
"2020","1","2","Eixample","9","la Nova Esquerra de l'Eixample",377
"2020","1","2","Eixample","10","Sant Antoni",355
"2020","1","3","Sants-Montjuïc","11","el Poble Sec",233
"2020","1","3","Sants-Montjuïc","12","la Marina del Prat Vermell",164
"2020","1","3","Sants-Montjuïc","13","la Marina de Port",183
"2020","1","3","Sants-Montjuïc","14","la Font de la Guatlla",271
"2020","1","3","Sants-Montjuïc","15","Hostafrancs",283
"2020","1","3","Sants-Montjuïc","16","la Bordeta",223
"2020","1","3","Sants-Montjuïc","17","Sants - Badal",239
"2020","1","3","Sants-Montjuïc","18","Sants",299
"2020","1","4","Les Corts","19","les Corts",398
"2020","1","4","Les Corts","20","la Maternitat i Sant Ramon",408
"2020","1","4","Les Corts","21","Pedralbes",733
"2020","1","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",293
"2020","1","5","Sarrià-Sant Gervasi","23","Sarrià",678
"2020","1","5","Sarrià-Sant Gervasi","24","les Tres Torres",781
"2020","1","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",599
"2020","1","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",699
"2020","1","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",496
"2020","1","6","Gràcia","28","Vallcarca i els Penitents",363
"2020","1","6","Gràcia","29","el Coll",337
"2020","1","6","Gràcia","30","la Salut",334
"2020","1","6","Gràcia","31","la Vila de Gràcia",411
"2020","1","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",335
"2020","1","7","Horta-Guinardó","33","el Baix Guinardó",273
"2020","1","7","Horta-Guinardó","34","Can Baró",214
"2020","1","7","Horta-Guinardó","35","el Guinardó",242
"2020","1","7","Horta-Guinardó","36","la Font d'en Fargues",337
"2020","1","7","Horta-Guinardó","37","el Carmel",157
"2020","1","7","Horta-Guinardó","38","la Teixonera",154
"2020","1","7","Horta-Guinardó","39","Sant Genís dels Agudells",165
"2020","1","7","Horta-Guinardó","40","Montbau",197
"2020","1","7","Horta-Guinardó","41","la Vall d'Hebron",301
"2020","1","7","Horta-Guinardó","43","Horta",240
"2020","1","8","Nou Barris","44","Vilapicina i la Torre Llobeta",206
"2020","1","8","Nou Barris","45","Porta",223
"2020","1","8","Nou Barris","46","el Turó de la Peira",158
"2020","1","8","Nou Barris","47","Can Peguera",123
"2020","1","8","Nou Barris","48","la Guineueta",203
"2020","1","8","Nou Barris","49","Canyelles",180
"2020","1","8","Nou Barris","50","les Roquetes",173
"2020","1","8","Nou Barris","51","Verdun",159
"2020","1","8","Nou Barris","52","la Prosperitat",155
"2020","1","8","Nou Barris","53","la Trinitat Nova",99
"2020","1","8","Nou Barris","55","Ciutat Meridiana",104
"2020","1","9","Sant Andreu","57","la Trinitat Vella",180
"2020","1","9","Sant Andreu","58","Baró de Viver",262
"2020","1","9","Sant Andreu","59","el Bon Pastor",128
"2020","1","9","Sant Andreu","60","Sant Andreu",242
"2020","1","9","Sant Andreu","61","la Sagrera",257
"2020","1","9","Sant Andreu","62","el Congrés i els Indians",247
"2020","1","9","Sant Andreu","63","Navas",353
"2020","1","10","Sant Martí","64","el Camp de l'Arpa del Clot",331
"2020","1","10","Sant Martí","65","el Clot",417
"2020","1","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",438
"2020","1","10","Sant Martí","67","la Vila Olímpica del Poblenou",620
"2020","1","10","Sant Martí","68","el Poblenou",338
"2020","1","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",768
"2020","1","10","Sant Martí","70","el Besòs i el Maresme",198
"2020","1","10","Sant Martí","71","Provençals del Poblenou",347
"2020","1","10","Sant Martí","72","Sant Martí de Provençals",291
"2020","1","10","Sant Martí","73","la Verneda i la Pau",164
"2020","2","1","Ciutat Vella","1","el Raval",218
"2020","2","1","Ciutat Vella","2","el Barri Gòtic",413
"2020","2","1","Ciutat Vella","3","la Barceloneta",250
"2020","2","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",382
"2020","2","2","Eixample","5","el Fort Pienc",319
"2020","2","2","Eixample","6","la Sagrada Família",288
"2020","2","2","Eixample","7","la Dreta de l'Eixample",658
"2020","2","2","Eixample","8","l'Antiga Esquerra de l'Eixample",472
"2020","2","2","Eixample","9","la Nova Esquerra de l'Eixample",403
"2020","2","2","Eixample","10","Sant Antoni",371
"2020","2","3","Sants-Montjuïc","11","el Poble Sec",221
"2020","2","3","Sants-Montjuïc","12","la Marina del Prat Vermell",235
"2020","2","3","Sants-Montjuïc","13","la Marina de Port",221
"2020","2","3","Sants-Montjuïc","14","la Font de la Guatlla",238
"2020","2","3","Sants-Montjuïc","15","Hostafrancs",251
"2020","2","3","Sants-Montjuïc","16","la Bordeta",316
"2020","2","3","Sants-Montjuïc","17","Sants - Badal",229
"2020","2","3","Sants-Montjuïc","18","Sants",295
"2020","2","4","Les Corts","19","les Corts",440
"2020","2","4","Les Corts","20","la Maternitat i Sant Ramon",377
"2020","2","4","Les Corts","21","Pedralbes",1324
"2020","2","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",402
"2020","2","5","Sarrià-Sant Gervasi","23","Sarrià",810
"2020","2","5","Sarrià-Sant Gervasi","24","les Tres Torres",940
"2020","2","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",654
"2020","2","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",786
"2020","2","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",454
"2020","2","6","Gràcia","28","Vallcarca i els Penitents",319
"2020","2","6","Gràcia","29","el Coll",287
"2020","2","6","Gràcia","30","la Salut",370
"2020","2","6","Gràcia","31","la Vila de Gràcia",320
"2020","2","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",362
"2020","2","7","Horta-Guinardó","33","el Baix Guinardó",259
"2020","2","7","Horta-Guinardó","34","Can Baró",199
"2020","2","7","Horta-Guinardó","35","el Guinardó",222
"2020","2","7","Horta-Guinardó","36","la Font d'en Fargues",309
"2020","2","7","Horta-Guinardó","37","el Carmel",165
"2020","2","7","Horta-Guinardó","38","la Teixonera",177
"2020","2","7","Horta-Guinardó","39","Sant Genís dels Agudells",145
"2020","2","7","Horta-Guinardó","40","Montbau",155
"2020","2","7","Horta-Guinardó","41","la Vall d'Hebron",180
"2020","2","7","Horta-Guinardó","43","Horta",288
"2020","2","8","Nou Barris","44","Vilapicina i la Torre Llobeta",221
"2020","2","8","Nou Barris","45","Porta",170
"2020","2","8","Nou Barris","46","el Turó de la Peira",156
"2020","2","8","Nou Barris","48","la Guineueta",212
"2020","2","8","Nou Barris","49","Canyelles",165
"2020","2","8","Nou Barris","50","les Roquetes",138
"2020","2","8","Nou Barris","51","Verdun",175
"2020","2","8","Nou Barris","52","la Prosperitat",165
"2020","2","8","Nou Barris","53","la Trinitat Nova",105
"2020","2","8","Nou Barris","55","Ciutat Meridiana",75
"2020","2","9","Sant Andreu","57","la Trinitat Vella",79
"2020","2","9","Sant Andreu","59","el Bon Pastor",186
"2020","2","9","Sant Andreu","60","Sant Andreu",230
"2020","2","9","Sant Andreu","61","la Sagrera",227
"2020","2","9","Sant Andreu","62","el Congrés i els Indians",267
"2020","2","9","Sant Andreu","63","Navas",223
"2020","2","10","Sant Martí","64","el Camp de l'Arpa del Clot",254
"2020","2","10","Sant Martí","65","el Clot",265
"2020","2","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",308
"2020","2","10","Sant Martí","67","la Vila Olímpica del Poblenou",596
"2020","2","10","Sant Martí","68","el Poblenou",332
"2020","2","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",389
"2020","2","10","Sant Martí","70","el Besòs i el Maresme",144
"2020","2","10","Sant Martí","71","Provençals del Poblenou",251
"2020","2","10","Sant Martí","72","Sant Martí de Provençals",156
"2020","2","10","Sant Martí","73","la Verneda i la Pau",173
"2020","2","1","Ciutat Vella","1","el Raval",302
"2020","2","1","Ciutat Vella","2","el Barri Gòtic",307
"2020","2","1","Ciutat Vella","3","la Barceloneta",265
"2020","2","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",759
"2020","2","2","Eixample","8","l'Antiga Esquerra de l'Eixample",473
"2020","2","2","Eixample","9","la Nova Esquerra de l'Eixample",501
"2020","2","2","Eixample","10","Sant Antoni",300
"2020","2","3","Sants-Montjuïc","11","el Poble Sec",170
"2020","2","3","Sants-Montjuïc","15","Hostafrancs",146
"2020","2","3","Sants-Montjuïc","17","Sants - Badal",271
"2020","2","3","Sants-Montjuïc","18","Sants",460
"2020","2","4","Les Corts","19","les Corts",605
"2020","2","4","Les Corts","20","la Maternitat i Sant Ramon",377
"2020","2","5","Sarrià-Sant Gervasi","23","Sarrià",1483
