"Any","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Nombre","Sup_ini","Sup_fin","Sup_Rang"
"2019","1","Ciutat Vella","1","el Raval",111,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",324,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",222,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",105,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",27,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",20,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",2,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",8,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",35,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",321,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",225,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",63,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",25,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",11,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",13,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",7,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",83,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",759,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",369,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",95,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",16,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",8,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",1,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",92,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",658,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",524,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",143,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",17,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",23,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",1,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",3,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",95,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",368,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",441,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",184,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",93,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",41,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",7,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",15,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",66,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",328,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",253,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",113,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",98,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",36,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",5,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",10,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",42,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",379,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",348,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",54,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",40,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",17,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",7,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",50,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",901,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",214,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",74,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",10,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",8,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",1,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",48,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",563,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",331,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",58,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",8,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",7,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",28,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",719,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",162,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",38,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",5,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",2,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",1,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",10,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",123,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",1055,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",258,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",77,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",18,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",9,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",3,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",2,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",97,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",613,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",292,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",33,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",14,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",10,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",1,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",14,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",227,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",290,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",72,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",11,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",5,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",1,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",1,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",41,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",433,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",263,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",62,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",10,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",5,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",1,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",2,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",61,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",610,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",265,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",125,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",25,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",1,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",2,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",1,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",73,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",610,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",219,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",93,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",28,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",23,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",1,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",1,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",113,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",727,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",267,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",55,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",13,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",7,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",2,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",2,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",11,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",298,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",286,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",49,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",29,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",7,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",5,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",191,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",708,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",405,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",160,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",68,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",32,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",7,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",6,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",81,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",283,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",378,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",265,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",203,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",74,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",32,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",9,250,500,"250-500"
"2019","1","Ciutat Vella","1","el Raval",128,0,30,"0-30"
"2019","1","Ciutat Vella","1","el Raval",485,31,60,"31-60"
"2019","1","Ciutat Vella","1","el Raval",556,61,90,"61-90"
"2019","1","Ciutat Vella","1","el Raval",179,91,120,"91-120"
"2019","1","Ciutat Vella","1","el Raval",103,121,150,"121-150"
"2019","1","Ciutat Vella","1","el Raval",74,151,210,"151-210"
"2019","1","Ciutat Vella","1","el Raval",23,211,250,"211-250"
"2019","1","Ciutat Vella","1","el Raval",21,250,500,"250-500"
"2019","1","Ciutat Vella","2","el Gòtic",30,0,30,"0-30"
"2019","1","Ciutat Vella","2","el Gòtic",163,31,60,"31-60"
"2019","1","Ciutat Vella","2","el Gòtic",284,61,90,"61-90"
"2019","1","Ciutat Vella","2","el Gòtic",148,91,120,"91-120"
"2019","1","Ciutat Vella","2","el Gòtic",121,121,150,"121-150"
"2019","1","Ciutat Vella","2","el Gòtic",97,151,210,"151-210"
"2019","1","Ciutat Vella","2","el Gòtic",15,211,250,"211-250"
"2019","1","Ciutat Vella","2","el Gòtic",25,250,500,"250-500"
"2019","1","Ciutat Vella","2","el Gòtic",95,0,30,"0-30"
"2019","1","Ciutat Vella","2","el Gòtic",458,31,60,"31-60"
"2019","1","Ciutat Vella","2","el Gòtic",540,61,90,"61-90"
"2019","1","Ciutat Vella","2","el Gòtic",230,91,120,"91-120"
"2019","1","Ciutat Vella","2","el Gòtic",126,121,150,"121-150"
"2019","1","Ciutat Vella","2","el Gòtic",68,151,210,"151-210"
"2019","1","Ciutat Vella","2","el Gòtic",12,211,250,"211-250"
"2019","1","Ciutat Vella","2","el Gòtic",31,250,500,"250-500"
"2019","1","Ciutat Vella","2","el Gòtic",107,0,30,"0-30"
"2019","1","Ciutat Vella","2","el Gòtic",272,31,60,"31-60"
"2019","1","Ciutat Vella","2","el Gòtic",312,61,90,"61-90"
"2019","1","Ciutat Vella","2","el Gòtic",221,91,120,"91-120"
"2019","1","Ciutat Vella","2","el Gòtic",107,121,150,"121-150"
"2019","1","Ciutat Vella","2","el Gòtic",44,151,210,"151-210"
"2019","1","Ciutat Vella","2","el Gòtic",15,211,250,"211-250"
"2019","1","Ciutat Vella","2","el Gòtic",18,250,500,"250-500"
"2019","1","Ciutat Vella","2","el Gòtic",117,0,30,"0-30"
"2019","1","Ciutat Vella","2","el Gòtic",293,31,60,"31-60"
"2019","1","Ciutat Vella","2","el Gòtic",289,61,90,"61-90"
"2019","1","Ciutat Vella","2","el Gòtic",215,91,120,"91-120"
"2019","1","Ciutat Vella","2","el Gòtic",72,121,150,"121-150"
"2019","1","Ciutat Vella","2","el Gòtic",69,151,210,"151-210"
"2019","1","Ciutat Vella","2","el Gòtic",7,211,250,"211-250"
"2019","1","Ciutat Vella","2","el Gòtic",10,250,500,"250-500"
"2019","1","Ciutat Vella","2","el Gòtic",63,0,30,"0-30"
"2019","1","Ciutat Vella","2","el Gòtic",262,31,60,"31-60"
"2019","1","Ciutat Vella","2","el Gòtic",225,61,90,"61-90"
"2019","1","Ciutat Vella","2","el Gòtic",197,91,120,"91-120"
"2019","1","Ciutat Vella","2","el Gòtic",152,121,150,"121-150"
"2019","1","Ciutat Vella","2","el Gòtic",99,151,210,"151-210"
"2019","1","Ciutat Vella","2","el Gòtic",15,211,250,"211-250"
"2019","1","Ciutat Vella","2","el Gòtic",19,250,500,"250-500"
"2019","1","Ciutat Vella","2","el Gòtic",67,0,30,"0-30"
"2019","1","Ciutat Vella","2","el Gòtic",438,31,60,"31-60"
"2019","1","Ciutat Vella","2","el Gòtic",332,61,90,"61-90"
"2019","1","Ciutat Vella","2","el Gòtic",233,91,120,"91-120"
"2019","1","Ciutat Vella","2","el Gòtic",124,121,150,"121-150"
"2019","1","Ciutat Vella","2","el Gòtic",107,151,210,"151-210"
"2019","1","Ciutat Vella","2","el Gòtic",6,211,250,"211-250"
"2019","1","Ciutat Vella","2","el Gòtic",15,250,500,"250-500"
"2019","1","Ciutat Vella","2","el Gòtic",65,0,30,"0-30"
"2019","1","Ciutat Vella","2","el Gòtic",242,31,60,"31-60"
"2019","1","Ciutat Vella","2","el Gòtic",223,61,90,"61-90"
"2019","1","Ciutat Vella","2","el Gòtic",156,91,120,"91-120"
"2019","1","Ciutat Vella","2","el Gòtic",99,121,150,"121-150"
"2019","1","Ciutat Vella","2","el Gòtic",77,151,210,"151-210"
"2019","1","Ciutat Vella","2","el Gòtic",13,211,250,"211-250"
"2019","1","Ciutat Vella","2","el Gòtic",14,250,500,"250-500"
"2019","1","Ciutat Vella","2","el Gòtic",84,0,30,"0-30"
"2019","1","Ciutat Vella","2","el Gòtic",280,31,60,"31-60"
"2019","1","Ciutat Vella","2","el Gòtic",341,61,90,"61-90"
"2019","1","Ciutat Vella","2","el Gòtic",349,91,120,"91-120"
"2019","1","Ciutat Vella","2","el Gòtic",156,121,150,"121-150"
"2019","1","Ciutat Vella","2","el Gòtic",98,151,210,"151-210"
"2019","1","Ciutat Vella","2","el Gòtic",31,211,250,"211-250"
"2019","1","Ciutat Vella","2","el Gòtic",23,250,500,"250-500"
"2019","1","Ciutat Vella","2","el Gòtic",87,0,30,"0-30"
"2019","1","Ciutat Vella","2","el Gòtic",317,31,60,"31-60"
"2019","1","Ciutat Vella","2","el Gòtic",353,61,90,"61-90"
"2019","1","Ciutat Vella","2","el Gòtic",180,91,120,"91-120"
"2019","1","Ciutat Vella","2","el Gòtic",93,121,150,"121-150"
"2019","1","Ciutat Vella","2","el Gòtic",57,151,210,"151-210"
"2019","1","Ciutat Vella","2","el Gòtic",14,211,250,"211-250"
"2019","1","Ciutat Vella","2","el Gòtic",15,250,500,"250-500"
"2019","1","Ciutat Vella","3","la Barceloneta",134,0,30,"0-30"
"2019","1","Ciutat Vella","3","la Barceloneta",828,31,60,"31-60"
"2019","1","Ciutat Vella","3","la Barceloneta",172,61,90,"61-90"
"2019","1","Ciutat Vella","3","la Barceloneta",89,91,120,"91-120"
"2019","1","Ciutat Vella","3","la Barceloneta",9,121,150,"121-150"
"2019","1","Ciutat Vella","3","la Barceloneta",3,151,210,"151-210"
"2019","1","Ciutat Vella","3","la Barceloneta",2,211,250,"211-250"
"2019","1","Ciutat Vella","3","la Barceloneta",54,0,30,"0-30"
"2019","1","Ciutat Vella","3","la Barceloneta",532,31,60,"31-60"
"2019","1","Ciutat Vella","3","la Barceloneta",101,61,90,"61-90"
"2019","1","Ciutat Vella","3","la Barceloneta",17,91,120,"91-120"
"2019","1","Ciutat Vella","3","la Barceloneta",1,121,150,"121-150"
"2019","1","Ciutat Vella","3","la Barceloneta",1,211,250,"211-250"
"2019","1","Ciutat Vella","3","la Barceloneta",1,250,500,"250-500"
"2019","1","Ciutat Vella","3","la Barceloneta",101,0,30,"0-30"
"2019","1","Ciutat Vella","3","la Barceloneta",537,31,60,"31-60"
"2019","1","Ciutat Vella","3","la Barceloneta",52,61,90,"61-90"
"2019","1","Ciutat Vella","3","la Barceloneta",1,91,120,"91-120"
"2019","1","Ciutat Vella","3","la Barceloneta",4,121,150,"121-150"
"2019","1","Ciutat Vella","3","la Barceloneta",60,0,30,"0-30"
"2019","1","Ciutat Vella","3","la Barceloneta",648,31,60,"31-60"
"2019","1","Ciutat Vella","3","la Barceloneta",54,61,90,"61-90"
"2019","1","Ciutat Vella","3","la Barceloneta",1,91,120,"91-120"
"2019","1","Ciutat Vella","3","la Barceloneta",7,121,150,"121-150"
"2019","1","Ciutat Vella","3","la Barceloneta",52,0,30,"0-30"
"2019","1","Ciutat Vella","3","la Barceloneta",467,31,60,"31-60"
"2019","1","Ciutat Vella","3","la Barceloneta",201,61,90,"61-90"
"2019","1","Ciutat Vella","3","la Barceloneta",50,91,120,"91-120"
"2019","1","Ciutat Vella","3","la Barceloneta",10,121,150,"121-150"
"2019","1","Ciutat Vella","3","la Barceloneta",4,151,210,"151-210"
"2019","1","Ciutat Vella","3","la Barceloneta",4,250,500,"250-500"
"2019","1","Ciutat Vella","3","la Barceloneta",40,0,30,"0-30"
"2019","1","Ciutat Vella","3","la Barceloneta",341,31,60,"31-60"
"2019","1","Ciutat Vella","3","la Barceloneta",282,61,90,"61-90"
"2019","1","Ciutat Vella","3","la Barceloneta",7,91,120,"91-120"
"2019","1","Ciutat Vella","3","la Barceloneta",1,121,150,"121-150"
"2019","1","Ciutat Vella","3","la Barceloneta",1,151,210,"151-210"
"2019","1","Ciutat Vella","3","la Barceloneta",158,0,30,"0-30"
"2019","1","Ciutat Vella","3","la Barceloneta",700,31,60,"31-60"
"2019","1","Ciutat Vella","3","la Barceloneta",70,61,90,"61-90"
"2019","1","Ciutat Vella","3","la Barceloneta",97,0,30,"0-30"
"2019","1","Ciutat Vella","3","la Barceloneta",357,31,60,"31-60"
"2019","1","Ciutat Vella","3","la Barceloneta",318,61,90,"61-90"
"2019","1","Ciutat Vella","3","la Barceloneta",5,91,120,"91-120"
"2019","1","Ciutat Vella","3","la Barceloneta",4,121,150,"121-150"
"2019","1","Ciutat Vella","3","la Barceloneta",1,151,210,"151-210"
"2019","1","Ciutat Vella","3","la Barceloneta",1,250,500,"250-500"
"2019","1","Ciutat Vella","3","la Barceloneta",98,0,30,"0-30"
"2019","1","Ciutat Vella","3","la Barceloneta",480,31,60,"31-60"
"2019","1","Ciutat Vella","3","la Barceloneta",104,61,90,"61-90"
"2019","1","Ciutat Vella","3","la Barceloneta",19,91,120,"91-120"
"2019","1","Ciutat Vella","3","la Barceloneta",1,121,150,"121-150"
"2019","1","Ciutat Vella","3","la Barceloneta",251,0,30,"0-30"
"2019","1","Ciutat Vella","3","la Barceloneta",683,31,60,"31-60"
"2019","1","Ciutat Vella","3","la Barceloneta",81,61,90,"61-90"
"2019","1","Ciutat Vella","3","la Barceloneta",6,91,120,"91-120"
"2019","1","Ciutat Vella","3","la Barceloneta",28,0,30,"0-30"
"2019","1","Ciutat Vella","3","la Barceloneta",399,31,60,"31-60"
"2019","1","Ciutat Vella","3","la Barceloneta",301,61,90,"61-90"
"2019","1","Ciutat Vella","3","la Barceloneta",124,91,120,"91-120"
"2019","1","Ciutat Vella","3","la Barceloneta",4,121,150,"121-150"
"2019","1","Ciutat Vella","3","la Barceloneta",1,250,500,"250-500"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",34,0,30,"0-30"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",315,31,60,"31-60"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",449,61,90,"61-90"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",142,91,120,"91-120"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",154,121,150,"121-150"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",52,151,210,"151-210"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",3,211,250,"211-250"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4,250,500,"250-500"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",53,0,30,"0-30"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",258,31,60,"31-60"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",306,61,90,"61-90"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",209,91,120,"91-120"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",68,121,150,"121-150"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",33,151,210,"151-210"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",14,211,250,"211-250"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",9,250,500,"250-500"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",145,0,30,"0-30"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",604,31,60,"31-60"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",429,61,90,"61-90"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",183,91,120,"91-120"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",85,121,150,"121-150"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",34,151,210,"151-210"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4,211,250,"211-250"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",12,250,500,"250-500"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",144,0,30,"0-30"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",436,31,60,"31-60"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",347,61,90,"61-90"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",253,91,120,"91-120"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",33,121,150,"121-150"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",22,151,210,"151-210"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",3,211,250,"211-250"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",4,250,500,"250-500"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",124,0,30,"0-30"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",613,31,60,"31-60"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",314,61,90,"61-90"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",123,91,120,"91-120"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",54,121,150,"121-150"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",17,151,210,"151-210"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",3,211,250,"211-250"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",5,250,500,"250-500"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",160,0,30,"0-30"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",606,31,60,"31-60"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",355,61,90,"61-90"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",174,91,120,"91-120"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",34,121,150,"121-150"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",16,151,210,"151-210"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",2,211,250,"211-250"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",1,250,500,"250-500"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",30,0,30,"0-30"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",196,31,60,"31-60"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",290,61,90,"61-90"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",138,91,120,"91-120"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",93,121,150,"121-150"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",16,151,210,"151-210"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",2,250,500,"250-500"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",96,0,30,"0-30"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",387,31,60,"31-60"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",241,61,90,"61-90"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",88,91,120,"91-120"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",43,121,150,"121-150"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",53,151,210,"151-210"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",8,211,250,"211-250"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",6,250,500,"250-500"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",81,0,30,"0-30"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",634,31,60,"31-60"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",255,61,90,"61-90"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",92,91,120,"91-120"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",33,121,150,"121-150"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",14,151,210,"151-210"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",2,211,250,"211-250"
"2019","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",3,250,500,"250-500"
